"gene","atlas","tissue","compartment","pct_cells_detected","n_cells","qualifying"
"CDKN1A","Peng","pancreatic","fibroblast_stromal",0.441011984021305,11265,TRUE
"CDKN1B","Peng","pancreatic","fibroblast_stromal",0.249800266311585,11265,TRUE
"CFLAR","Peng","pancreatic","fibroblast_stromal",0.395827785175322,11265,TRUE
"CISH","Peng","pancreatic","fibroblast_stromal",0.0381713271193964,11265,TRUE
"COPS5","Peng","pancreatic","fibroblast_stromal",0.289658233466489,11265,TRUE
"CXCL8","Peng","pancreatic","fibroblast_stromal",0.143897026187306,11265,TRUE
"DDIT3","Peng","pancreatic","fibroblast_stromal",0.293652907234798,11265,TRUE
"DNMT1","Peng","pancreatic","fibroblast_stromal",0.163160230803373,11265,TRUE
"EPAS1","Peng","pancreatic","fibroblast_stromal",0.524367509986684,11265,TRUE
"ESR2","Peng","pancreatic","fibroblast_stromal",0.00310696848646249,11265,TRUE
"ETV6","Peng","pancreatic","fibroblast_stromal",0.138304482911673,11265,TRUE
"FGG","Peng","pancreatic","fibroblast_stromal",0.00887705281846427,11265,TRUE
"FGL1","Peng","pancreatic","fibroblast_stromal",0.0054150022192632,11265,TRUE
"FOS","Peng","pancreatic","fibroblast_stromal",0.796094096759876,11265,TRUE
"GFAP","Peng","pancreatic","fibroblast_stromal",0.00115401686640036,11265,TRUE
"GREB1","Peng","pancreatic","fibroblast_stromal",0.0221926320461607,11265,TRUE
"HSPA4","Peng","pancreatic","fibroblast_stromal",0.207101642254771,11265,TRUE
"HSPB1","Peng","pancreatic","fibroblast_stromal",0.971060807811806,11265,TRUE
"ICAM1","Peng","pancreatic","fibroblast_stromal",0.167865068797159,11265,TRUE
"IKBKE","Peng","pancreatic","fibroblast_stromal",0.0338215712383489,11265,TRUE
"JAK2","Peng","pancreatic","fibroblast_stromal",0.0686196182867288,11265,TRUE
"JUNB","Peng","pancreatic","fibroblast_stromal",0.879449622725255,11265,TRUE
"KRT17","Peng","pancreatic","fibroblast_stromal",0.0750110963160231,11265,TRUE
"LEP","Peng","pancreatic","fibroblast_stromal",NA,11265,TRUE
"LGALS3BP","Peng","pancreatic","fibroblast_stromal",0.806391478029294,11265,TRUE
"LTBP1","Peng","pancreatic","fibroblast_stromal",0.472347980470484,11265,TRUE
"MCL1","Peng","pancreatic","fibroblast_stromal",0.684154460719041,11265,TRUE
"MDC1","Peng","pancreatic","fibroblast_stromal",0.0478473146915224,11265,TRUE
"MMP1","Peng","pancreatic","fibroblast_stromal",0.0463382157123835,11265,TRUE
"MMP7","Peng","pancreatic","fibroblast_stromal",0.418819351975144,11265,TRUE
"MUC1","Peng","pancreatic","fibroblast_stromal",0.325610297381269,11265,TRUE
"NME1","Peng","pancreatic","fibroblast_stromal",0.462228140257435,11265,TRUE
"OAS1","Peng","pancreatic","fibroblast_stromal",0.137239236573458,11265,TRUE
"OPRM1","Peng","pancreatic","fibroblast_stromal",0.000443852640923213,11265,TRUE
"PAX3","Peng","pancreatic","fibroblast_stromal",0.000177541056369285,11265,TRUE
"PHB","Peng","pancreatic","fibroblast_stromal",0.469241011984021,11265,TRUE
"POU2F1","Peng","pancreatic","fibroblast_stromal",0.0812250332889481,11265,TRUE
"PPARA","Peng","pancreatic","fibroblast_stromal",0.0546826453617399,11265,TRUE
"PRDM1","Peng","pancreatic","fibroblast_stromal",0.152951620062139,11265,TRUE
"PROS1","Peng","pancreatic","fibroblast_stromal",0.33155792276964,11265,TRUE
"PSMB5","Peng","pancreatic","fibroblast_stromal",0.638970261873058,11265,TRUE
"PTGS2","Peng","pancreatic","fibroblast_stromal",0.0555703506435863,11265,TRUE
"PTPN6","Peng","pancreatic","fibroblast_stromal",0.0859298712827341,11265,TRUE
"ROR1","Peng","pancreatic","fibroblast_stromal",0.0688859298712827,11265,TRUE
"S100A11","Peng","pancreatic","fibroblast_stromal",0.9751442521083,11265,TRUE
"S1PR1","Peng","pancreatic","fibroblast_stromal",0.0446515756768753,11265,TRUE
"SALL4","Peng","pancreatic","fibroblast_stromal",0.0155348424323125,11265,TRUE
"SHH","Peng","pancreatic","fibroblast_stromal",0.00292942743009321,11265,TRUE
"STK11","Peng","pancreatic","fibroblast_stromal",0.119041278295606,11265,TRUE
"TIMP1","Peng","pancreatic","fibroblast_stromal",0.983843763870395,11265,TRUE
"TNFRSF10B","Peng","pancreatic","fibroblast_stromal",0.120284065690191,11265,TRUE
"TP53","Peng","pancreatic","fibroblast_stromal",0.16404793608522,11265,TRUE
"TP63","Peng","pancreatic","fibroblast_stromal",0.00150909897913893,11265,TRUE
"VDR","Peng","pancreatic","fibroblast_stromal",0.0817576564580559,11265,TRUE
"VEGFA","Peng","pancreatic","fibroblast_stromal",0.2497114957834,11265,TRUE
"VEGFB","Peng","pancreatic","fibroblast_stromal",0.333599644917887,11265,TRUE
"ZFP36","Peng","pancreatic","fibroblast_stromal",0.835153129161119,11265,TRUE
"A2M","Peng","pancreatic","fibroblast_stromal",0.760940967598757,11265,TRUE
"HMOX1","Peng","pancreatic","fibroblast_stromal",0.0663115845539281,11265,TRUE
"IFNAR1","Peng","pancreatic","fibroblast_stromal",0.224500665778961,11265,TRUE
"IRF1","Peng","pancreatic","fibroblast_stromal",0.168752774079006,11265,TRUE
"MYD88","Peng","pancreatic","fibroblast_stromal",0.0978251220594763,11265,TRUE
"PIM1","Peng","pancreatic","fibroblast_stromal",0.224056813138038,11265,TRUE
"STAT1","Peng","pancreatic","fibroblast_stromal",0.321171770972037,11265,TRUE
"TYK2","Peng","pancreatic","fibroblast_stromal",0.0984465157567688,11265,TRUE
"BCL2","Peng","pancreatic","fibroblast_stromal",0.0655126498002663,11265,FALSE
"MMP9","Peng","pancreatic","fibroblast_stromal",0.0559254327563249,11265,FALSE
"HGF","Peng","pancreatic","fibroblast_stromal",0.138038171327119,11265,FALSE
"MYC","Peng","pancreatic","myeloid",0.149022801302932,4912,TRUE
"IL6","Peng","pancreatic","myeloid",0.0447882736156352,4912,TRUE
"SOCS3","Peng","pancreatic","myeloid",0.436074918566775,4912,TRUE
"ACVR1B","Peng","pancreatic","myeloid",0.0667752442996743,4912,TRUE
"ACVRL1","Peng","pancreatic","myeloid",0.060057003257329,4912,TRUE
"BAK1","Peng","pancreatic","myeloid",0.112174267100977,4912,TRUE
"CBL","Peng","pancreatic","myeloid",0.121946254071661,4912,TRUE
"CCL7","Peng","pancreatic","myeloid",0.0871335504885993,4912,TRUE
"CCR1","Peng","pancreatic","myeloid",0.2935667752443,4912,TRUE
"CD14","Peng","pancreatic","myeloid",0.743281758957655,4912,TRUE
"CD36","Peng","pancreatic","myeloid",0.235952768729642,4912,TRUE
"CD38","Peng","pancreatic","myeloid",0.13049674267101,4912,TRUE
"CD44","Peng","pancreatic","myeloid",0.777890879478827,4912,TRUE
"CD9","Peng","pancreatic","myeloid",0.697882736156352,4912,TRUE
"CNTFR","Peng","pancreatic","myeloid",0.000610749185667752,4912,TRUE
"CRLF2","Peng","pancreatic","myeloid",NA,4912,TRUE
"CSF1","Peng","pancreatic","myeloid",0.051913680781759,4912,TRUE
"CSF2","Peng","pancreatic","myeloid",0.0012214983713355,4912,TRUE
"CSF2RA","Peng","pancreatic","myeloid",0.440960912052117,4912,TRUE
"CSF2RB","Peng","pancreatic","myeloid",0.134771986970684,4912,TRUE
"CSF3R","Peng","pancreatic","myeloid",0.363599348534202,4912,TRUE
"CXCL1","Peng","pancreatic","myeloid",0.105048859934853,4912,TRUE
"CXCL10","Peng","pancreatic","myeloid",0.0753257328990228,4912,TRUE
"CXCL11","Peng","pancreatic","myeloid",0.0287052117263844,4912,TRUE
"CXCL13","Peng","pancreatic","myeloid",0.0598534201954397,4912,TRUE
"CXCL3","Peng","pancreatic","myeloid",0.225773615635179,4912,TRUE
"CXCL9","Peng","pancreatic","myeloid",0.060871335504886,4912,TRUE
"DNTT","Peng","pancreatic","myeloid",NA,4912,TRUE
"EBI3","Peng","pancreatic","myeloid",0.0692182410423453,4912,TRUE
"FAS","Peng","pancreatic","myeloid",0.0625,4912,TRUE
"GRB2","Peng","pancreatic","myeloid",0.577565146579805,4912,TRUE
"HAX1","Peng","pancreatic","myeloid",0.324307817589577,4912,TRUE
"IFNGR1","Peng","pancreatic","myeloid",0.742263843648209,4912,TRUE
"IFNGR2","Peng","pancreatic","myeloid",0.605456026058632,4912,TRUE
"IL10RB","Peng","pancreatic","myeloid",0.384161237785016,4912,TRUE
"IL12RB1","Peng","pancreatic","myeloid",0.0659609120521173,4912,TRUE
"IL13RA1","Peng","pancreatic","myeloid",0.444218241042345,4912,TRUE
"IL15RA","Peng","pancreatic","myeloid",0.072271986970684,4912,TRUE
"IL17RA","Peng","pancreatic","myeloid",0.231473941368078,4912,TRUE
"IL17RB","Peng","pancreatic","myeloid",0.0107899022801303,4912,TRUE
"IL18R1","Peng","pancreatic","myeloid",0.0337947882736156,4912,TRUE
"IL1B","Peng","pancreatic","myeloid",0.165513029315961,4912,TRUE
"IL1R1","Peng","pancreatic","myeloid",0.0875407166123778,4912,TRUE
"IL1R2","Peng","pancreatic","myeloid",0.0971091205211726,4912,TRUE
"IL2RA","Peng","pancreatic","myeloid",0.0445846905537459,4912,TRUE
"IL2RG","Peng","pancreatic","myeloid",0.337133550488599,4912,TRUE
"IL3RA","Peng","pancreatic","myeloid",0.120724755700326,4912,TRUE
"IL4R","Peng","pancreatic","myeloid",0.180985342019544,4912,TRUE
"IL6ST","Peng","pancreatic","myeloid",0.225977198697068,4912,TRUE
"IL7","Peng","pancreatic","myeloid",0.0116042345276873,4912,TRUE
"IL9R","Peng","pancreatic","myeloid",0.00183224755700326,4912,TRUE
"INHBE","Peng","pancreatic","myeloid",NA,4912,TRUE
"IRF9","Peng","pancreatic","myeloid",0.0692182410423453,4912,TRUE
"ITGA4","Peng","pancreatic","myeloid",0.138843648208469,4912,TRUE
"ITGB3","Peng","pancreatic","myeloid",0.00610749185667752,4912,TRUE
"JUN","Peng","pancreatic","myeloid",0.741449511400652,4912,TRUE
"LEPR","Peng","pancreatic","myeloid",0.0329804560260586,4912,TRUE
"LTB","Peng","pancreatic","myeloid",0.279723127035831,4912,TRUE
"LTBR","Peng","pancreatic","myeloid",0.26364006514658,4912,TRUE
"MAP3K8","Peng","pancreatic","myeloid",0.327157980456026,4912,TRUE
"OSMR","Peng","pancreatic","myeloid",0.0388843648208469,4912,TRUE
"PDGFC","Peng","pancreatic","myeloid",0.0834690553745928,4912,TRUE
"PF4","Peng","pancreatic","myeloid",0.00244299674267101,4912,TRUE
"PIK3R5","Peng","pancreatic","myeloid",0.126425081433225,4912,TRUE
"PLA2G2A","Peng","pancreatic","myeloid",0.051099348534202,4912,TRUE
"PTPN1","Peng","pancreatic","myeloid",0.286644951140065,4912,TRUE
"PTPN11","Peng","pancreatic","myeloid",0.113395765472313,4912,TRUE
"PTPN2","Peng","pancreatic","myeloid",0.344055374592834,4912,TRUE
"REG1A","Peng","pancreatic","myeloid",0.552320846905538,4912,TRUE
"SOCS1","Peng","pancreatic","myeloid",0.187296416938111,4912,TRUE
"STAM2","Peng","pancreatic","myeloid",0.0775651465798046,4912,TRUE
"STAT2","Peng","pancreatic","myeloid",0.23900651465798,4912,TRUE
"STAT3","Peng","pancreatic","myeloid",0.365635179153094,4912,TRUE
"TGFB1","Peng","pancreatic","myeloid",0.386197068403909,4912,TRUE
"TLR2","Peng","pancreatic","myeloid",0.4185667752443,4912,TRUE
"TNF","Peng","pancreatic","myeloid",0.0508957654723127,4912,TRUE
"TNFRSF12A","Peng","pancreatic","myeloid",0.251017915309446,4912,TRUE
"TNFRSF1A","Peng","pancreatic","myeloid",0.490228013029316,4912,TRUE
"TNFRSF1B","Peng","pancreatic","myeloid",0.440553745928339,4912,TRUE
"TNFRSF21","Peng","pancreatic","myeloid",0.149837133550489,4912,TRUE
"ABCA1","Peng","pancreatic","myeloid",0.20663680781759,4912,TRUE
"AKAP12","Peng","pancreatic","myeloid",0.0525244299674267,4912,TRUE
"BCL2L1","Peng","pancreatic","myeloid",0.168770358306189,4912,TRUE
"BCL6","Peng","pancreatic","myeloid",0.155741042345277,4912,TRUE
"CCND1","Peng","pancreatic","myeloid",0.157980456026059,4912,TRUE
"CCND3","Peng","pancreatic","myeloid",0.306799674267101,4912,TRUE
"CDK4","Peng","pancreatic","myeloid",0.213762214983713,4912,TRUE
"CDKN1A","Peng","pancreatic","myeloid",0.37235342019544,4912,TRUE
"CDKN1B","Peng","pancreatic","myeloid",0.211726384364821,4912,TRUE
"CFLAR","Peng","pancreatic","myeloid",0.493078175895765,4912,TRUE
"CISH","Peng","pancreatic","myeloid",0.132532573289902,4912,TRUE
"COPS5","Peng","pancreatic","myeloid",0.257125407166124,4912,TRUE
"CXCL8","Peng","pancreatic","myeloid",0.332247557003257,4912,TRUE
"DDIT3","Peng","pancreatic","myeloid",0.191164495114007,4912,TRUE
"DNMT1","Peng","pancreatic","myeloid",0.302524429967427,4912,TRUE
"EPAS1","Peng","pancreatic","myeloid",0.19564332247557,4912,TRUE
"ESR2","Peng","pancreatic","myeloid",0.00162866449511401,4912,TRUE
"ETV6","Peng","pancreatic","myeloid",0.189942996742671,4912,TRUE
"FGG","Peng","pancreatic","myeloid",0.00793973941368078,4912,TRUE
"FGL1","Peng","pancreatic","myeloid",0.00162866449511401,4912,TRUE
"FOS","Peng","pancreatic","myeloid",0.887011400651466,4912,TRUE
"GFAP","Peng","pancreatic","myeloid",0.000407166123778502,4912,TRUE
"GREB1","Peng","pancreatic","myeloid",0.00366449511400651,4912,TRUE
"HSPA4","Peng","pancreatic","myeloid",0.218241042345277,4912,TRUE
"HSPB1","Peng","pancreatic","myeloid",0.815757328990228,4912,TRUE
"ICAM1","Peng","pancreatic","myeloid",0.235545602605863,4912,TRUE
"IKBKE","Peng","pancreatic","myeloid",0.0846905537459283,4912,TRUE
"JAK2","Peng","pancreatic","myeloid",0.109324104234528,4912,TRUE
"JUNB","Peng","pancreatic","myeloid",0.850773615635179,4912,TRUE
"KRT17","Peng","pancreatic","myeloid",0.0944625407166124,4912,TRUE
"LEP","Peng","pancreatic","myeloid",NA,4912,TRUE
"LGALS3BP","Peng","pancreatic","myeloid",0.464372964169381,4912,TRUE
"LTBP1","Peng","pancreatic","myeloid",0.0390879478827362,4912,TRUE
"MCL1","Peng","pancreatic","myeloid",0.812092833876222,4912,TRUE
"MDC1","Peng","pancreatic","myeloid",0.0405130293159609,4912,TRUE
"MMP1","Peng","pancreatic","myeloid",0.0474348534201954,4912,TRUE
"MMP7","Peng","pancreatic","myeloid",0.484324104234528,4912,TRUE
"MUC1","Peng","pancreatic","myeloid",0.31799674267101,4912,TRUE
"NME1","Peng","pancreatic","myeloid",0.441775244299674,4912,TRUE
"OAS1","Peng","pancreatic","myeloid",0.278501628664495,4912,TRUE
"OPRM1","Peng","pancreatic","myeloid",0.000203583061889251,4912,TRUE
"PAX3","Peng","pancreatic","myeloid",0,4912,TRUE
"PHB","Peng","pancreatic","myeloid",0.430985342019544,4912,TRUE
"POU2F1","Peng","pancreatic","myeloid",0.0765472312703583,4912,TRUE
"PPARA","Peng","pancreatic","myeloid",0.0401058631921824,4912,TRUE
"PRDM1","Peng","pancreatic","myeloid",0.149022801302932,4912,TRUE
"PROS1","Peng","pancreatic","myeloid",0.0484527687296417,4912,TRUE
"PSMB5","Peng","pancreatic","myeloid",0.40492671009772,4912,TRUE
"PTGS2","Peng","pancreatic","myeloid",0.0745114006514658,4912,TRUE
"PTPN6","Peng","pancreatic","myeloid",0.504071661237785,4912,TRUE
"ROR1","Peng","pancreatic","myeloid",0.00590390879478827,4912,TRUE
"S100A11","Peng","pancreatic","myeloid",0.996946254071661,4912,TRUE
"S1PR1","Peng","pancreatic","myeloid",0.0572068403908795,4912,TRUE
"SALL4","Peng","pancreatic","myeloid",0.000203583061889251,4912,TRUE
"SHH","Peng","pancreatic","myeloid",0.00366449511400651,4912,TRUE
"STK11","Peng","pancreatic","myeloid",0.0922231270358306,4912,TRUE
"TIMP1","Peng","pancreatic","myeloid",0.930374592833876,4912,TRUE
"TNFRSF10B","Peng","pancreatic","myeloid",0.10321661237785,4912,TRUE
"TP53","Peng","pancreatic","myeloid",0.133550488599349,4912,TRUE
"TP63","Peng","pancreatic","myeloid",0.00101791530944625,4912,TRUE
"VDR","Peng","pancreatic","myeloid",0.108102605863192,4912,TRUE
"VEGFA","Peng","pancreatic","myeloid",0.330415309446254,4912,TRUE
"VEGFB","Peng","pancreatic","myeloid",0.206840390879479,4912,TRUE
"ZFP36","Peng","pancreatic","myeloid",0.883346905537459,4912,TRUE
"A2M","Peng","pancreatic","myeloid",0.532369706840391,4912,TRUE
"HMOX1","Peng","pancreatic","myeloid",0.429763843648208,4912,TRUE
"IFNAR1","Peng","pancreatic","myeloid",0.279723127035831,4912,TRUE
"IRF1","Peng","pancreatic","myeloid",0.212540716612378,4912,TRUE
"MYD88","Peng","pancreatic","myeloid",0.23921009771987,4912,TRUE
"PIM1","Peng","pancreatic","myeloid",0.216205211726384,4912,TRUE
"STAT1","Peng","pancreatic","myeloid",0.45663680781759,4912,TRUE
"TYK2","Peng","pancreatic","myeloid",0.130089576547231,4912,TRUE
"BCL2","Peng","pancreatic","myeloid",0.0944625407166124,4912,FALSE
"MMP9","Peng","pancreatic","myeloid",0.10321661237785,4912,FALSE
"HGF","Peng","pancreatic","myeloid",0.0775651465798046,4912,FALSE
"MYC","Peng","pancreatic","lymphoid",0.176100628930818,5883,TRUE
"IL6","Peng","pancreatic","lymphoid",0.0181879993200748,5883,TRUE
"SOCS3","Peng","pancreatic","lymphoid",0.138194798572157,5883,TRUE
"ACVR1B","Peng","pancreatic","lymphoid",0.0226075131735509,5883,TRUE
"ACVRL1","Peng","pancreatic","lymphoid",0.0159782423933367,5883,TRUE
"BAK1","Peng","pancreatic","lymphoid",0.103688594254632,5883,TRUE
"CBL","Peng","pancreatic","lymphoid",0.0673125956144824,5883,TRUE
"CCL7","Peng","pancreatic","lymphoid",0.00509943906170321,5883,TRUE
"CCR1","Peng","pancreatic","lymphoid",0.0283868774434812,5883,TRUE
"CD14","Peng","pancreatic","lymphoid",0.0809110997790243,5883,TRUE
"CD36","Peng","pancreatic","lymphoid",0.0314465408805031,5883,TRUE
"CD38","Peng","pancreatic","lymphoid",0.186299507054224,5883,TRUE
"CD44","Peng","pancreatic","lymphoid",0.538330783613802,5883,TRUE
"CD9","Peng","pancreatic","lymphoid",0.220295767465579,5883,TRUE
"CNTFR","Peng","pancreatic","lymphoid",0,5883,TRUE
"CRLF2","Peng","pancreatic","lymphoid",NA,5883,TRUE
"CSF1","Peng","pancreatic","lymphoid",0.0348461669216386,5883,TRUE
"CSF2","Peng","pancreatic","lymphoid",0.00441951385347612,5883,TRUE
"CSF2RA","Peng","pancreatic","lymphoid",0.0164881862995071,5883,TRUE
"CSF2RB","Peng","pancreatic","lymphoid",0.0355260921298657,5883,TRUE
"CSF3R","Peng","pancreatic","lymphoid",0.0198878123406425,5883,TRUE
"CXCL1","Peng","pancreatic","lymphoid",0.0564337922828489,5883,TRUE
"CXCL10","Peng","pancreatic","lymphoid",0.014278429372769,5883,TRUE
"CXCL11","Peng","pancreatic","lymphoid",0.00560938296787353,5883,TRUE
"CXCL13","Peng","pancreatic","lymphoid",0.0640829508754037,5883,TRUE
"CXCL3","Peng","pancreatic","lymphoid",0.0523542410334863,5883,TRUE
"CXCL9","Peng","pancreatic","lymphoid",0.00951895291517933,5883,TRUE
"DNTT","Peng","pancreatic","lymphoid",NA,5883,TRUE
"EBI3","Peng","pancreatic","lymphoid",0.0365459799422064,5883,TRUE
"FAS","Peng","pancreatic","lymphoid",0.100968893421724,5883,TRUE
"GRB2","Peng","pancreatic","lymphoid",0.317865034846167,5883,TRUE
"HAX1","Peng","pancreatic","lymphoid",0.336562978072412,5883,TRUE
"IFNGR1","Peng","pancreatic","lymphoid",0.224545300016998,5883,TRUE
"IFNGR2","Peng","pancreatic","lymphoid",0.19598844127146,5883,TRUE
"IL10RB","Peng","pancreatic","lymphoid",0.149753527112018,5883,TRUE
"IL12RB1","Peng","pancreatic","lymphoid",0.110317865034846,5883,TRUE
"IL13RA1","Peng","pancreatic","lymphoid",0.0566037735849057,5883,TRUE
"IL15RA","Peng","pancreatic","lymphoid",0.0423253442121367,5883,TRUE
"IL17RA","Peng","pancreatic","lymphoid",0.0564337922828489,5883,TRUE
"IL17RB","Peng","pancreatic","lymphoid",0.0122386537480877,5883,TRUE
"IL18R1","Peng","pancreatic","lymphoid",0.0469148393676696,5883,TRUE
"IL1B","Peng","pancreatic","lymphoid",0.0164881862995071,5883,TRUE
"IL1R1","Peng","pancreatic","lymphoid",0.0402855685874554,5883,TRUE
"IL1R2","Peng","pancreatic","lymphoid",0.0246472887982322,5883,TRUE
"IL2RA","Peng","pancreatic","lymphoid",0.0780214176440591,5883,TRUE
"IL2RG","Peng","pancreatic","lymphoid",0.567227604963454,5883,TRUE
"IL3RA","Peng","pancreatic","lymphoid",0.0156382797892232,5883,TRUE
"IL4R","Peng","pancreatic","lymphoid",0.154343022267551,5883,TRUE
"IL6ST","Peng","pancreatic","lymphoid",0.158932517423083,5883,TRUE
"IL7","Peng","pancreatic","lymphoid",0.0181879993200748,5883,TRUE
"IL9R","Peng","pancreatic","lymphoid",0.00764915859255482,5883,TRUE
"INHBE","Peng","pancreatic","lymphoid",NA,5883,TRUE
"IRF9","Peng","pancreatic","lymphoid",0.0734319224885263,5883,TRUE
"ITGA4","Peng","pancreatic","lymphoid",0.152133265340813,5883,TRUE
"ITGB3","Peng","pancreatic","lymphoid",0.000849906510283869,5883,TRUE
"JUN","Peng","pancreatic","lymphoid",0.419003909569947,5883,TRUE
"LEPR","Peng","pancreatic","lymphoid",0.00985891551929288,5883,TRUE
"LTB","Peng","pancreatic","lymphoid",0.799082100968893,5883,TRUE
"LTBR","Peng","pancreatic","lymphoid",0.0436851946285909,5883,TRUE
"MAP3K8","Peng","pancreatic","lymphoid",0.0914499405065443,5883,TRUE
"OSMR","Peng","pancreatic","lymphoid",0.0246472887982322,5883,TRUE
"PDGFC","Peng","pancreatic","lymphoid",0.0144484106748258,5883,TRUE
"PF4","Peng","pancreatic","lymphoid",0.00186979432262451,5883,TRUE
"PIK3R5","Peng","pancreatic","lymphoid",0.0379058303586605,5883,TRUE
"PLA2G2A","Peng","pancreatic","lymphoid",0.0309365969743328,5883,TRUE
"PTPN1","Peng","pancreatic","lymphoid",0.198368179500255,5883,TRUE
"PTPN11","Peng","pancreatic","lymphoid",0.0693523712391637,5883,TRUE
"PTPN2","Peng","pancreatic","lymphoid",0.230324664286928,5883,TRUE
"REG1A","Peng","pancreatic","lymphoid",0.430222675505694,5883,TRUE
"SOCS1","Peng","pancreatic","lymphoid",0.294237633860275,5883,TRUE
"STAM2","Peng","pancreatic","lymphoid",0.0348461669216386,5883,TRUE
"STAT2","Peng","pancreatic","lymphoid",0.0967193608703043,5883,TRUE
"STAT3","Peng","pancreatic","lymphoid",0.26925038245793,5883,TRUE
"TGFB1","Peng","pancreatic","lymphoid",0.179500254971953,5883,TRUE
"TLR2","Peng","pancreatic","lymphoid",0.0207377188509264,5883,TRUE
"TNF","Peng","pancreatic","lymphoid",0.0414754377018528,5883,TRUE
"TNFRSF12A","Peng","pancreatic","lymphoid",0.114567397586266,5883,TRUE
"TNFRSF1A","Peng","pancreatic","lymphoid",0.136664966853646,5883,TRUE
"TNFRSF1B","Peng","pancreatic","lymphoid",0.192928777834438,5883,TRUE
"TNFRSF21","Peng","pancreatic","lymphoid",0.0373958864524902,5883,TRUE
"ABCA1","Peng","pancreatic","lymphoid",0.0190379058303587,5883,TRUE
"AKAP12","Peng","pancreatic","lymphoid",0.0317865034846167,5883,TRUE
"BCL2L1","Peng","pancreatic","lymphoid",0.117117117117117,5883,TRUE
"BCL6","Peng","pancreatic","lymphoid",0.084140744518103,5883,TRUE
"CCND1","Peng","pancreatic","lymphoid",0.0763216046234914,5883,TRUE
"CCND3","Peng","pancreatic","lymphoid",0.460139384667687,5883,TRUE
"CDK4","Peng","pancreatic","lymphoid",0.18018018018018,5883,TRUE
"CDKN1A","Peng","pancreatic","lymphoid",0.108788033316335,5883,TRUE
"CDKN1B","Peng","pancreatic","lymphoid",0.205507394186639,5883,TRUE
"CFLAR","Peng","pancreatic","lymphoid",0.427163012068672,5883,TRUE
"CISH","Peng","pancreatic","lymphoid",0.0800611932687404,5883,TRUE
"COPS5","Peng","pancreatic","lymphoid",0.187319394866565,5883,TRUE
"CXCL8","Peng","pancreatic","lymphoid",0.0722420533741288,5883,TRUE
"DDIT3","Peng","pancreatic","lymphoid",0.0970593234744178,5883,TRUE
"DNMT1","Peng","pancreatic","lymphoid",0.224885262621112,5883,TRUE
"EPAS1","Peng","pancreatic","lymphoid",0.121366649668536,5883,TRUE
"ESR2","Peng","pancreatic","lymphoid",0.0159782423933367,5883,TRUE
"ETV6","Peng","pancreatic","lymphoid",0.0554139044705082,5883,TRUE
"FGG","Peng","pancreatic","lymphoid",0.00373958864524902,5883,TRUE
"FGL1","Peng","pancreatic","lymphoid",0.000509943906170321,5883,TRUE
"FOS","Peng","pancreatic","lymphoid",0.391806901240863,5883,TRUE
"GFAP","Peng","pancreatic","lymphoid",0.000509943906170321,5883,TRUE
"GREB1","Peng","pancreatic","lymphoid",0.0039095699473058,5883,TRUE
"HSPA4","Peng","pancreatic","lymphoid",0.188849226585076,5883,TRUE
"HSPB1","Peng","pancreatic","lymphoid",0.549209586945436,5883,TRUE
"ICAM1","Peng","pancreatic","lymphoid",0.0831208567057624,5883,TRUE
"IKBKE","Peng","pancreatic","lymphoid",0.0834608193098759,5883,TRUE
"JAK2","Peng","pancreatic","lymphoid",0.0290668026517083,5883,TRUE
"JUNB","Peng","pancreatic","lymphoid",0.521842597314295,5883,TRUE
"KRT17","Peng","pancreatic","lymphoid",0.0606833248342682,5883,TRUE
"LEP","Peng","pancreatic","lymphoid",NA,5883,TRUE
"LGALS3BP","Peng","pancreatic","lymphoid",0.193268740438552,5883,TRUE
"LTBP1","Peng","pancreatic","lymphoid",0.0363759986401496,5883,TRUE
"MCL1","Peng","pancreatic","lymphoid",0.416964133945266,5883,TRUE
"MDC1","Peng","pancreatic","lymphoid",0.0367159612442631,5883,TRUE
"MMP1","Peng","pancreatic","lymphoid",0.0554139044705082,5883,TRUE
"MMP7","Peng","pancreatic","lymphoid",0.324834268230495,5883,TRUE
"MUC1","Peng","pancreatic","lymphoid",0.232534421213666,5883,TRUE
"NME1","Peng","pancreatic","lymphoid",0.30086690464049,5883,TRUE
"OAS1","Peng","pancreatic","lymphoid",0.121876593574707,5883,TRUE
"OPRM1","Peng","pancreatic","lymphoid",0.00424953255141934,5883,TRUE
"PAX3","Peng","pancreatic","lymphoid",0,5883,TRUE
"PHB","Peng","pancreatic","lymphoid",0.335713071562128,5883,TRUE
"POU2F1","Peng","pancreatic","lymphoid",0.0671426143124256,5883,TRUE
"PPARA","Peng","pancreatic","lymphoid",0.0237973822879483,5883,TRUE
"PRDM1","Peng","pancreatic","lymphoid",0.19496855345912,5883,TRUE
"PROS1","Peng","pancreatic","lymphoid",0.0198878123406425,5883,TRUE
"PSMB5","Peng","pancreatic","lymphoid",0.256161822199558,5883,TRUE
"PTGS2","Peng","pancreatic","lymphoid",0.0144484106748258,5883,TRUE
"PTPN6","Peng","pancreatic","lymphoid",0.36511983681795,5883,TRUE
"ROR1","Peng","pancreatic","lymphoid",0.0032296447390787,5883,TRUE
"S100A11","Peng","pancreatic","lymphoid",0.742988271290158,5883,TRUE
"S1PR1","Peng","pancreatic","lymphoid",0.0662927078021418,5883,TRUE
"SALL4","Peng","pancreatic","lymphoid",0.000679925208227095,5883,TRUE
