"gene","atlas","tissue","compartment","pct_cells_detected","n_cells","qualifying"
"SHH","GSE125449","liver_biliary","lymphoid",0,3828,TRUE
"STK11","GSE125449","liver_biliary","lymphoid",0.0208986415882968,3828,TRUE
"TIMP1","GSE125449","liver_biliary","lymphoid",0.234326018808777,3828,TRUE
"TNFRSF10B","GSE125449","liver_biliary","lymphoid",0.0156739811912226,3828,TRUE
"TP53","GSE125449","liver_biliary","lymphoid",0.0498955067920585,3828,TRUE
"TP63","GSE125449","liver_biliary","lymphoid",0.00104493207941484,3828,TRUE
"VDR","GSE125449","liver_biliary","lymphoid",0.0188087774294671,3828,TRUE
"VEGFA","GSE125449","liver_biliary","lymphoid",0.00940438871473354,3828,TRUE
"VEGFB","GSE125449","liver_biliary","lymphoid",0.0206374085684431,3828,TRUE
"ZFP36","GSE125449","liver_biliary","lymphoid",0.582027168234065,3828,TRUE
"A2M","GSE125449","liver_biliary","lymphoid",0.0195924764890282,3828,TRUE
"HMOX1","GSE125449","liver_biliary","lymphoid",0.0203761755485893,3828,TRUE
"IFNAR1","GSE125449","liver_biliary","lymphoid",0.106060606060606,3828,TRUE
"IRF1","GSE125449","liver_biliary","lymphoid",0.546760710553814,3828,TRUE
"MYD88","GSE125449","liver_biliary","lymphoid",0.0303030303030303,3828,TRUE
"PIM1","GSE125449","liver_biliary","lymphoid",0.232758620689655,3828,TRUE
"STAT1","GSE125449","liver_biliary","lymphoid",0.202716823406479,3828,TRUE
"TYK2","GSE125449","liver_biliary","lymphoid",0.0253396029258098,3828,TRUE
"BCL2","GSE125449","liver_biliary","lymphoid",0.100835945663532,3828,FALSE
"MMP9","GSE125449","liver_biliary","lymphoid",0.0151515151515152,3828,FALSE
"HGF","GSE125449","liver_biliary","lymphoid",0.0026123301985371,3828,FALSE
"MYC","GSE125449","liver_biliary","endothelial",0.293527803099362,1097,TRUE
"IL6","GSE125449","liver_biliary","endothelial",0.100273473108478,1097,TRUE
"SOCS3","GSE125449","liver_biliary","endothelial",0.675478577939836,1097,TRUE
"ACVR1B","GSE125449","liver_biliary","endothelial",0.0574293527803099,1097,TRUE
"ACVRL1","GSE125449","liver_biliary","endothelial",0.373746581586144,1097,TRUE
"BAK1","GSE125449","liver_biliary","endothelial",0.0674567000911577,1097,TRUE
"CBL","GSE125449","liver_biliary","endothelial",0.144029170464904,1097,TRUE
"CCL7","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"CCR1","GSE125449","liver_biliary","endothelial",0,1097,TRUE
"CD14","GSE125449","liver_biliary","endothelial",0.127620783956244,1097,TRUE
"CD36","GSE125449","liver_biliary","endothelial",0.293527803099362,1097,TRUE
"CD38","GSE125449","liver_biliary","endothelial",0.00273473108477666,1097,TRUE
"CD44","GSE125449","liver_biliary","endothelial",0.0583409298085688,1097,TRUE
"CD9","GSE125449","liver_biliary","endothelial",0.759343664539654,1097,TRUE
"CNTFR","GSE125449","liver_biliary","endothelial",0,1097,TRUE
"CRLF2","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"CSF1","GSE125449","liver_biliary","endothelial",0.0601640838650866,1097,TRUE
"CSF2","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"CSF2RA","GSE125449","liver_biliary","endothelial",0.0209662716499544,1097,TRUE
"CSF2RB","GSE125449","liver_biliary","endothelial",0.0711030082041933,1097,TRUE
"CSF3R","GSE125449","liver_biliary","endothelial",0.00364630811303555,1097,TRUE
"CXCL1","GSE125449","liver_biliary","endothelial",0.0355515041020966,1097,TRUE
"CXCL10","GSE125449","liver_biliary","endothelial",0.0072926162260711,1097,TRUE
"CXCL11","GSE125449","liver_biliary","endothelial",0.0191431175934366,1097,TRUE
"CXCL13","GSE125449","liver_biliary","endothelial",0.00182315405651778,1097,TRUE
"CXCL3","GSE125449","liver_biliary","endothelial",0.14767547857794,1097,TRUE
"CXCL9","GSE125449","liver_biliary","endothelial",0.0154968094804011,1097,TRUE
"DNTT","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"EBI3","GSE125449","liver_biliary","endothelial",0.000911577028258888,1097,TRUE
"FAS","GSE125449","liver_biliary","endothelial",0.0355515041020966,1097,TRUE
"GRB2","GSE125449","liver_biliary","endothelial",0.222424794895169,1097,TRUE
"HAX1","GSE125449","liver_biliary","endothelial",0.313582497721057,1097,TRUE
"IFNGR1","GSE125449","liver_biliary","endothelial",0.365542388331814,1097,TRUE
"IFNGR2","GSE125449","liver_biliary","endothelial",0.184138559708295,1097,TRUE
"IL10RB","GSE125449","liver_biliary","endothelial",0.175022789425706,1097,TRUE
"IL12RB1","GSE125449","liver_biliary","endothelial",0.00455788514129444,1097,TRUE
"IL13RA1","GSE125449","liver_biliary","endothelial",0.191431175934366,1097,TRUE
"IL15RA","GSE125449","liver_biliary","endothelial",0.160437556973564,1097,TRUE
"IL17RA","GSE125449","liver_biliary","endothelial",0.072926162260711,1097,TRUE
"IL17RB","GSE125449","liver_biliary","endothelial",0.000911577028258888,1097,TRUE
"IL18R1","GSE125449","liver_biliary","endothelial",0.000911577028258888,1097,TRUE
"IL1B","GSE125449","liver_biliary","endothelial",0.02461257976299,1097,TRUE
"IL1R1","GSE125449","liver_biliary","endothelial",0.121239744758432,1097,TRUE
"IL1R2","GSE125449","liver_biliary","endothelial",0.00364630811303555,1097,TRUE
"IL2RA","GSE125449","liver_biliary","endothelial",0.00364630811303555,1097,TRUE
"IL2RG","GSE125449","liver_biliary","endothelial",0.0118505013673655,1097,TRUE
"IL3RA","GSE125449","liver_biliary","endothelial",0.391978122151322,1097,TRUE
"IL4R","GSE125449","liver_biliary","endothelial",0.182315405651778,1097,TRUE
"IL6ST","GSE125449","liver_biliary","endothelial",0.646308113035551,1097,TRUE
"IL7","GSE125449","liver_biliary","endothelial",0.00455788514129444,1097,TRUE
"IL9R","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"INHBE","GSE125449","liver_biliary","endothelial",0,1097,TRUE
"IRF9","GSE125449","liver_biliary","endothelial",0.198723792160438,1097,TRUE
"ITGA4","GSE125449","liver_biliary","endothelial",0.0109389243391067,1097,TRUE
"ITGB3","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"JUN","GSE125449","liver_biliary","endothelial",0.825888787602552,1097,TRUE
"LEPR","GSE125449","liver_biliary","endothelial",0.148587055606199,1097,TRUE
"LTB","GSE125449","liver_biliary","endothelial",0.0556061987237922,1097,TRUE
"LTBR","GSE125449","liver_biliary","endothelial",0.252506836827712,1097,TRUE
"MAP3K8","GSE125449","liver_biliary","endothelial",0.167730173199635,1097,TRUE
"OSMR","GSE125449","liver_biliary","endothelial",0.144029170464904,1097,TRUE
"PDGFC","GSE125449","liver_biliary","endothelial",0.00820419325432999,1097,TRUE
"PF4","GSE125449","liver_biliary","endothelial",0.00273473108477666,1097,TRUE
"PIK3R5","GSE125449","liver_biliary","endothelial",0.00182315405651778,1097,TRUE
"PLA2G2A","GSE125449","liver_biliary","endothelial",0.0109389243391067,1097,TRUE
"PTPN1","GSE125449","liver_biliary","endothelial",0.132178669097539,1097,TRUE
"PTPN11","GSE125449","liver_biliary","endothelial",0.195077484047402,1097,TRUE
"PTPN2","GSE125449","liver_biliary","endothelial",0.160437556973564,1097,TRUE
"REG1A","GSE125449","liver_biliary","endothelial",0.00820419325432999,1097,TRUE
"SOCS1","GSE125449","liver_biliary","endothelial",0.0391978122151322,1097,TRUE
"STAM2","GSE125449","liver_biliary","endothelial",0.0720145852324521,1097,TRUE
"STAT2","GSE125449","liver_biliary","endothelial",0.137648131267092,1097,TRUE
"STAT3","GSE125449","liver_biliary","endothelial",0.562443026435734,1097,TRUE
"TGFB1","GSE125449","liver_biliary","endothelial",0.403828623518687,1097,TRUE
"TLR2","GSE125449","liver_biliary","endothelial",0,1097,TRUE
"TNF","GSE125449","liver_biliary","endothelial",0.0118505013673655,1097,TRUE
"TNFRSF12A","GSE125449","liver_biliary","endothelial",0.103008204193254,1097,TRUE
"TNFRSF1A","GSE125449","liver_biliary","endothelial",0.510483135824977,1097,TRUE
"TNFRSF1B","GSE125449","liver_biliary","endothelial",0.225159525979945,1097,TRUE
"TNFRSF21","GSE125449","liver_biliary","endothelial",0.0556061987237922,1097,TRUE
"ABCA1","GSE125449","liver_biliary","endothelial",0.0692798541476755,1097,TRUE
"AKAP12","GSE125449","liver_biliary","endothelial",0.283500455788514,1097,TRUE
"BCL2L1","GSE125449","liver_biliary","endothelial",0.218778486782133,1097,TRUE
"BCL6","GSE125449","liver_biliary","endothelial",0.141294439380128,1097,TRUE
"CCND1","GSE125449","liver_biliary","endothelial",0.509571558796718,1097,TRUE
"CCND3","GSE125449","liver_biliary","endothelial",0.296262534184139,1097,TRUE
"CDK4","GSE125449","liver_biliary","endothelial",0.273473108477666,1097,TRUE
"CDKN1A","GSE125449","liver_biliary","endothelial",0.597082953509572,1097,TRUE
"CDKN1B","GSE125449","liver_biliary","endothelial",0.243391066545123,1097,TRUE
"CFLAR","GSE125449","liver_biliary","endothelial",0.441203281677302,1097,TRUE
"CISH","GSE125449","liver_biliary","endothelial",0.0319051959890611,1097,TRUE
"COPS5","GSE125449","liver_biliary","endothelial",0.21330902461258,1097,TRUE
"CXCL8","GSE125449","liver_biliary","endothelial",0.133090246125798,1097,TRUE
"DDIT3","GSE125449","liver_biliary","endothelial",0.290793072014585,1097,TRUE
"DNMT1","GSE125449","liver_biliary","endothelial",0.237010027347311,1097,TRUE
"EPAS1","GSE125449","liver_biliary","endothelial",0.765724703737466,1097,TRUE
"ESR2","GSE125449","liver_biliary","endothelial",0.0173199635369189,1097,TRUE
"ETV6","GSE125449","liver_biliary","endothelial",0.115770282588879,1097,TRUE
"FGG","GSE125449","liver_biliary","endothelial",0.081130355515041,1097,TRUE
"FGL1","GSE125449","liver_biliary","endothelial",0.0200546946216955,1097,TRUE
"FOS","GSE125449","liver_biliary","endothelial",0.898814949863263,1097,TRUE
"GFAP","GSE125449","liver_biliary","endothelial",0.00182315405651778,1097,TRUE
"GREB1","GSE125449","liver_biliary","endothelial",0.00455788514129444,1097,TRUE
"HSPA4","GSE125449","liver_biliary","endothelial",0.208751139471285,1097,TRUE
"HSPB1","GSE125449","liver_biliary","endothelial",0.929808568824066,1097,TRUE
"ICAM1","GSE125449","liver_biliary","endothelial",0.412944393801276,1097,TRUE
"IKBKE","GSE125449","liver_biliary","endothelial",0.00455788514129444,1097,TRUE
"JAK2","GSE125449","liver_biliary","endothelial",0.0337283500455789,1097,TRUE
"JUNB","GSE125449","liver_biliary","endothelial",0.866909753874202,1097,TRUE
"KRT17","GSE125449","liver_biliary","endothelial",0.00364630811303555,1097,TRUE
"LEP","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"LGALS3BP","GSE125449","liver_biliary","endothelial",0.120328167730173,1097,TRUE
"LTBP1","GSE125449","liver_biliary","endothelial",0.0911577028258888,1097,TRUE
"MCL1","GSE125449","liver_biliary","endothelial",0.662716499544212,1097,TRUE
"MDC1","GSE125449","liver_biliary","endothelial",0.0537830446672744,1097,TRUE
"MMP1","GSE125449","liver_biliary","endothelial",0.0136736554238833,1097,TRUE
"MMP7","GSE125449","liver_biliary","endothelial",0.00273473108477666,1097,TRUE
"MUC1","GSE125449","liver_biliary","endothelial",0.0118505013673655,1097,TRUE
"NME1","GSE125449","liver_biliary","endothelial",0.250683682771194,1097,TRUE
"OAS1","GSE125449","liver_biliary","endothelial",0.0711030082041933,1097,TRUE
"OPRM1","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"PAX3","GSE125449","liver_biliary","endothelial",NA,1097,TRUE
"PHB","GSE125449","liver_biliary","endothelial",0.401093892433911,1097,TRUE
"POU2F1","GSE125449","liver_biliary","endothelial",0.109389243391067,1097,TRUE
"PPARA","GSE125449","liver_biliary","endothelial",0.0793072014585232,1097,TRUE
"PRDM1","GSE125449","liver_biliary","endothelial",0.206927985414768,1097,TRUE
"PROS1","GSE125449","liver_biliary","endothelial",0.228805834092981,1097,TRUE
"PSMB5","GSE125449","liver_biliary","endothelial",0.494986326344576,1097,TRUE
"PTGS2","GSE125449","liver_biliary","endothelial",0.0519598906107566,1097,TRUE
"PTPN6","GSE125449","liver_biliary","endothelial",0.0802187784867821,1097,TRUE
"ROR1","GSE125449","liver_biliary","endothelial",0.00546946216955333,1097,TRUE
"S100A11","GSE125449","liver_biliary","endothelial",0.826800364630811,1097,TRUE
"S1PR1","GSE125449","liver_biliary","endothelial",0.535095715587967,1097,TRUE
"SALL4","GSE125449","liver_biliary","endothelial",0,1097,TRUE
"SHH","GSE125449","liver_biliary","endothelial",0,1097,TRUE
"STK11","GSE125449","liver_biliary","endothelial",0.134001823154057,1097,TRUE
"TIMP1","GSE125449","liver_biliary","endothelial",0.797629899726527,1097,TRUE
"TNFRSF10B","GSE125449","liver_biliary","endothelial",0.164995442114859,1097,TRUE
"TP53","GSE125449","liver_biliary","endothelial",0.20510483135825,1097,TRUE
"TP63","GSE125449","liver_biliary","endothelial",0.000911577028258888,1097,TRUE
"VDR","GSE125449","liver_biliary","endothelial",0.00546946216955333,1097,TRUE
"VEGFA","GSE125449","liver_biliary","endothelial",0.0182315405651778,1097,TRUE
"VEGFB","GSE125449","liver_biliary","endothelial",0.0382862351868733,1097,TRUE
"ZFP36","GSE125449","liver_biliary","endothelial",0.72105742935278,1097,TRUE
"A2M","GSE125449","liver_biliary","endothelial",0.857793983591614,1097,TRUE
"HMOX1","GSE125449","liver_biliary","endothelial",0.0355515041020966,1097,TRUE
"IFNAR1","GSE125449","liver_biliary","endothelial",0.279854147675479,1097,TRUE
"IRF1","GSE125449","liver_biliary","endothelial",0.582497721057429,1097,TRUE
"MYD88","GSE125449","liver_biliary","endothelial",0.0747493163172288,1097,TRUE
"PIM1","GSE125449","liver_biliary","endothelial",0.164995442114859,1097,TRUE
"STAT1","GSE125449","liver_biliary","endothelial",0.185050136736554,1097,TRUE
"TYK2","GSE125449","liver_biliary","endothelial",0.103919781221513,1097,TRUE
"BCL2","GSE125449","liver_biliary","endothelial",0.0455788514129444,1097,FALSE
"MMP9","GSE125449","liver_biliary","endothelial",0.0100273473108478,1097,FALSE
"HGF","GSE125449","liver_biliary","endothelial",0.0218778486782133,1097,FALSE
"MYC","GSE125449","liver_biliary","other",0.134020618556701,194,TRUE
"IL6","GSE125449","liver_biliary","other",0.00515463917525773,194,TRUE
"SOCS3","GSE125449","liver_biliary","other",0.345360824742268,194,TRUE
"ACVR1B","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"ACVRL1","GSE125449","liver_biliary","other",0.0309278350515464,194,TRUE
"BAK1","GSE125449","liver_biliary","other",0.0670103092783505,194,TRUE
"CBL","GSE125449","liver_biliary","other",0.0876288659793814,194,TRUE
"CCL7","GSE125449","liver_biliary","other",NA,194,TRUE
"CCR1","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"CD14","GSE125449","liver_biliary","other",0.0515463917525773,194,TRUE
"CD36","GSE125449","liver_biliary","other",0.170103092783505,194,TRUE
"CD38","GSE125449","liver_biliary","other",0.134020618556701,194,TRUE
"CD44","GSE125449","liver_biliary","other",0.34020618556701,194,TRUE
"CD9","GSE125449","liver_biliary","other",0.190721649484536,194,TRUE
"CNTFR","GSE125449","liver_biliary","other",0,194,TRUE
"CRLF2","GSE125449","liver_biliary","other",NA,194,TRUE
"CSF1","GSE125449","liver_biliary","other",0.0154639175257732,194,TRUE
"CSF2","GSE125449","liver_biliary","other",NA,194,TRUE
"CSF2RA","GSE125449","liver_biliary","other",0.134020618556701,194,TRUE
"CSF2RB","GSE125449","liver_biliary","other",0.123711340206186,194,TRUE
"CSF3R","GSE125449","liver_biliary","other",0.0257731958762887,194,TRUE
"CXCL1","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"CXCL10","GSE125449","liver_biliary","other",0.0309278350515464,194,TRUE
"CXCL11","GSE125449","liver_biliary","other",0.00515463917525773,194,TRUE
"CXCL13","GSE125449","liver_biliary","other",0.00515463917525773,194,TRUE
"CXCL3","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"CXCL9","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"DNTT","GSE125449","liver_biliary","other",NA,194,TRUE
"EBI3","GSE125449","liver_biliary","other",0.0154639175257732,194,TRUE
"FAS","GSE125449","liver_biliary","other",0.0463917525773196,194,TRUE
"GRB2","GSE125449","liver_biliary","other",0.278350515463918,194,TRUE
"HAX1","GSE125449","liver_biliary","other",0.304123711340206,194,TRUE
"IFNGR1","GSE125449","liver_biliary","other",0.231958762886598,194,TRUE
"IFNGR2","GSE125449","liver_biliary","other",0.134020618556701,194,TRUE
"IL10RB","GSE125449","liver_biliary","other",0.144329896907216,194,TRUE
"IL12RB1","GSE125449","liver_biliary","other",0.0309278350515464,194,TRUE
"IL13RA1","GSE125449","liver_biliary","other",0.123711340206186,194,TRUE
"IL15RA","GSE125449","liver_biliary","other",0.0515463917525773,194,TRUE
"IL17RA","GSE125449","liver_biliary","other",0.0412371134020619,194,TRUE
"IL17RB","GSE125449","liver_biliary","other",0.0412371134020619,194,TRUE
"IL18R1","GSE125449","liver_biliary","other",0.0412371134020619,194,TRUE
"IL1B","GSE125449","liver_biliary","other",0.0412371134020619,194,TRUE
"IL1R1","GSE125449","liver_biliary","other",0.0618556701030928,194,TRUE
"IL1R2","GSE125449","liver_biliary","other",0.0154639175257732,194,TRUE
"IL2RA","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"IL2RG","GSE125449","liver_biliary","other",0.262886597938144,194,TRUE
"IL3RA","GSE125449","liver_biliary","other",0.11340206185567,194,TRUE
"IL4R","GSE125449","liver_biliary","other",0.0876288659793814,194,TRUE
"IL6ST","GSE125449","liver_biliary","other",0.164948453608247,194,TRUE
"IL7","GSE125449","liver_biliary","other",0.0257731958762887,194,TRUE
"IL9R","GSE125449","liver_biliary","other",NA,194,TRUE
"INHBE","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"IRF9","GSE125449","liver_biliary","other",0.11340206185567,194,TRUE
"ITGA4","GSE125449","liver_biliary","other",0.0927835051546392,194,TRUE
"ITGB3","GSE125449","liver_biliary","other",NA,194,TRUE
"JUN","GSE125449","liver_biliary","other",0.541237113402062,194,TRUE
"LEPR","GSE125449","liver_biliary","other",0.0670103092783505,194,TRUE
"LTB","GSE125449","liver_biliary","other",0.314432989690722,194,TRUE
"LTBR","GSE125449","liver_biliary","other",0.139175257731959,194,TRUE
"MAP3K8","GSE125449","liver_biliary","other",0.170103092783505,194,TRUE
"OSMR","GSE125449","liver_biliary","other",0.0515463917525773,194,TRUE
"PDGFC","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"PF4","GSE125449","liver_biliary","other",0,194,TRUE
"PIK3R5","GSE125449","liver_biliary","other",0.0309278350515464,194,TRUE
"PLA2G2A","GSE125449","liver_biliary","other",0.0257731958762887,194,TRUE
"PTPN1","GSE125449","liver_biliary","other",0.206185567010309,194,TRUE
"PTPN11","GSE125449","liver_biliary","other",0.11340206185567,194,TRUE
"PTPN2","GSE125449","liver_biliary","other",0.242268041237113,194,TRUE
"REG1A","GSE125449","liver_biliary","other",0.0360824742268041,194,TRUE
"SOCS1","GSE125449","liver_biliary","other",0.118556701030928,194,TRUE
"STAM2","GSE125449","liver_biliary","other",0.0618556701030928,194,TRUE
"STAT2","GSE125449","liver_biliary","other",0.128865979381443,194,TRUE
"STAT3","GSE125449","liver_biliary","other",0.288659793814433,194,TRUE
"TGFB1","GSE125449","liver_biliary","other",0.242268041237113,194,TRUE
"TLR2","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"TNF","GSE125449","liver_biliary","other",0.0412371134020619,194,TRUE
"TNFRSF12A","GSE125449","liver_biliary","other",0.0876288659793814,194,TRUE
"TNFRSF1A","GSE125449","liver_biliary","other",0.15979381443299,194,TRUE
"TNFRSF1B","GSE125449","liver_biliary","other",0.134020618556701,194,TRUE
"TNFRSF21","GSE125449","liver_biliary","other",0.15979381443299,194,TRUE
"ABCA1","GSE125449","liver_biliary","other",0.056701030927835,194,TRUE
"AKAP12","GSE125449","liver_biliary","other",0.0670103092783505,194,TRUE
"BCL2L1","GSE125449","liver_biliary","other",0.0670103092783505,194,TRUE
"BCL6","GSE125449","liver_biliary","other",0.0721649484536082,194,TRUE
"CCND1","GSE125449","liver_biliary","other",0.180412371134021,194,TRUE
"CCND3","GSE125449","liver_biliary","other",0.257731958762887,194,TRUE
"CDK4","GSE125449","liver_biliary","other",0.144329896907216,194,TRUE
"CDKN1A","GSE125449","liver_biliary","other",0.34020618556701,194,TRUE
"CDKN1B","GSE125449","liver_biliary","other",0.123711340206186,194,TRUE
"CFLAR","GSE125449","liver_biliary","other",0.319587628865979,194,TRUE
"CISH","GSE125449","liver_biliary","other",0.0463917525773196,194,TRUE
"COPS5","GSE125449","liver_biliary","other",0.175257731958763,194,TRUE
"CXCL8","GSE125449","liver_biliary","other",0.0463917525773196,194,TRUE
"DDIT3","GSE125449","liver_biliary","other",0.164948453608247,194,TRUE
"DNMT1","GSE125449","liver_biliary","other",0.211340206185567,194,TRUE
"EPAS1","GSE125449","liver_biliary","other",0.149484536082474,194,TRUE
"ESR2","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"ETV6","GSE125449","liver_biliary","other",0.134020618556701,194,TRUE
"FGG","GSE125449","liver_biliary","other",0.0979381443298969,194,TRUE
"FGL1","GSE125449","liver_biliary","other",0.108247422680412,194,TRUE
"FOS","GSE125449","liver_biliary","other",0.690721649484536,194,TRUE
"GFAP","GSE125449","liver_biliary","other",0,194,TRUE
"GREB1","GSE125449","liver_biliary","other",0.0309278350515464,194,TRUE
"HSPA4","GSE125449","liver_biliary","other",0.22680412371134,194,TRUE
"HSPB1","GSE125449","liver_biliary","other",0.608247422680412,194,TRUE
"ICAM1","GSE125449","liver_biliary","other",0.11340206185567,194,TRUE
"IKBKE","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"JAK2","GSE125449","liver_biliary","other",0.0515463917525773,194,TRUE
"JUNB","GSE125449","liver_biliary","other",0.752577319587629,194,TRUE
"KRT17","GSE125449","liver_biliary","other",0.0103092783505155,194,TRUE
"LEP","GSE125449","liver_biliary","other",NA,194,TRUE
"LGALS3BP","GSE125449","liver_biliary","other",0.185567010309278,194,TRUE
"LTBP1","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"MCL1","GSE125449","liver_biliary","other",0.577319587628866,194,TRUE
"MDC1","GSE125449","liver_biliary","other",0.0360824742268041,194,TRUE
"MMP1","GSE125449","liver_biliary","other",0.00515463917525773,194,TRUE
"MMP7","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"MUC1","GSE125449","liver_biliary","other",0.0360824742268041,194,TRUE
"NME1","GSE125449","liver_biliary","other",0.268041237113402,194,TRUE
"OAS1","GSE125449","liver_biliary","other",0.0876288659793814,194,TRUE
"OPRM1","GSE125449","liver_biliary","other",NA,194,TRUE
"PAX3","GSE125449","liver_biliary","other",NA,194,TRUE
"PHB","GSE125449","liver_biliary","other",0.427835051546392,194,TRUE
"POU2F1","GSE125449","liver_biliary","other",0.0979381443298969,194,TRUE
"PPARA","GSE125449","liver_biliary","other",0.103092783505155,194,TRUE
"PRDM1","GSE125449","liver_biliary","other",0.108247422680412,194,TRUE
"PROS1","GSE125449","liver_biliary","other",0.0927835051546392,194,TRUE
"PSMB5","GSE125449","liver_biliary","other",0.237113402061856,194,TRUE
"PTGS2","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"PTPN6","GSE125449","liver_biliary","other",0.103092783505155,194,TRUE
"ROR1","GSE125449","liver_biliary","other",0.00515463917525773,194,TRUE
"S100A11","GSE125449","liver_biliary","other",0.45360824742268,194,TRUE
"S1PR1","GSE125449","liver_biliary","other",0.0618556701030928,194,TRUE
"SALL4","GSE125449","liver_biliary","other",0.0154639175257732,194,TRUE
"SHH","GSE125449","liver_biliary","other",0.0206185567010309,194,TRUE
"STK11","GSE125449","liver_biliary","other",0.077319587628866,194,TRUE
"TIMP1","GSE125449","liver_biliary","other",0.324742268041237,194,TRUE
"TNFRSF10B","GSE125449","liver_biliary","other",0.0618556701030928,194,TRUE
"TP53","GSE125449","liver_biliary","other",0.123711340206186,194,TRUE
"TP63","GSE125449","liver_biliary","other",0.00515463917525773,194,TRUE
"VDR","GSE125449","liver_biliary","other",0.0412371134020619,194,TRUE
"VEGFA","GSE125449","liver_biliary","other",0.0876288659793814,194,TRUE
"VEGFB","GSE125449","liver_biliary","other",0.11340206185567,194,TRUE
"ZFP36","GSE125449","liver_biliary","other",0.639175257731959,194,TRUE
"A2M","GSE125449","liver_biliary","other",0.180412371134021,194,TRUE
"HMOX1","GSE125449","liver_biliary","other",0.0876288659793814,194,TRUE
"IFNAR1","GSE125449","liver_biliary","other",0.190721649484536,194,TRUE
"IRF1","GSE125449","liver_biliary","other",0.298969072164948,194,TRUE
"MYD88","GSE125449","liver_biliary","other",0.0824742268041237,194,TRUE
"PIM1","GSE125449","liver_biliary","other",0.164948453608247,194,TRUE
"STAT1","GSE125449","liver_biliary","other",0.288659793814433,194,TRUE
"TYK2","GSE125449","liver_biliary","other",0.056701030927835,194,TRUE
"BCL2","GSE125449","liver_biliary","other",0.0876288659793814,194,FALSE
"MMP9","GSE125449","liver_biliary","other",0.0206185567010309,194,FALSE
"HGF","GSE125449","liver_biliary","other",0.0154639175257732,194,FALSE
"MYC","GSE178341","colorectal","epithelial",0.531497314867157,113216,TRUE
"IL6","GSE178341","colorectal","epithelial",0.00266746749576032,113216,TRUE
"SOCS3","GSE178341","colorectal","epithelial",0.156276498021481,113216,TRUE
"ACVR1B","GSE178341","colorectal","epithelial",0.266764414923686,113216,TRUE
"ACVRL1","GSE178341","colorectal","epithelial",0.165065008479367,113216,TRUE
"BAK1","GSE178341","colorectal","epithelial",0.321924462973431,113216,TRUE
"CBL","GSE178341","colorectal","epithelial",0.148335924250989,113216,TRUE
"CCL7","GSE178341","colorectal","epithelial",0.00161637931034483,113216,TRUE
"CCR1","GSE178341","colorectal","epithelial",0.00809956189937818,113216,TRUE
"CD14","GSE178341","colorectal","epithelial",0.0578805115884681,113216,TRUE
"CD36","GSE178341","colorectal","epithelial",0.00833804409270775,113216,TRUE
"CD38","GSE178341","colorectal","epithelial",0.0136729790842284,113216,TRUE
"CD44","GSE178341","colorectal","epithelial",0.575192552289429,113216,TRUE
"CD9","GSE178341","colorectal","epithelial",0.808163157150933,113216,TRUE
"CNTFR","GSE178341","colorectal","epithelial",0.0100250847936687,113216,TRUE
"CRLF2","GSE178341","colorectal","epithelial",0.000176653476540418,113216,TRUE
"CSF1","GSE178341","colorectal","epithelial",0.0338114754098361,113216,TRUE
"CSF2","GSE178341","colorectal","epithelial",0.00255264273600904,113216,TRUE
"CSF2RA","GSE178341","colorectal","epithelial",0.0272134680610514,113216,TRUE
"CSF2RB","GSE178341","colorectal","epithelial",0.00491096664782363,113216,TRUE
"CSF3R","GSE178341","colorectal","epithelial",0.0120124364047484,113216,TRUE
"CXCL1","GSE178341","colorectal","epithelial",0.30402063312606,113216,TRUE
"CXCL10","GSE178341","colorectal","epithelial",0.0245371678914641,113216,TRUE
"CXCL11","GSE178341","colorectal","epithelial",0.0702639202939514,113216,TRUE
"CXCL13","GSE178341","colorectal","epithelial",0.0134521622385529,113216,TRUE
"CXCL3","GSE178341","colorectal","epithelial",0.440017312040701,113216,TRUE
"CXCL9","GSE178341","colorectal","epithelial",0.0137259751271905,113216,TRUE
"DNTT","GSE178341","colorectal","epithelial",7.94940644431882e-05,113216,TRUE
"EBI3","GSE178341","colorectal","epithelial",0.00126307235726399,113216,TRUE
