"gene","atlas","tissue","compartment","fraction","n_cells","qualifying"
"GRB2","GSE178341","colorectal","epithelial",0.502517190569745,113216,TRUE
"HAX1","GSE178341","colorectal","epithelial",0.749203370497111,113216,TRUE
"IFNGR1","GSE178341","colorectal","epithelial",0.558324493597324,113216,TRUE
"IFNGR2","GSE178341","colorectal","epithelial",0.683684689637768,113216,TRUE
"IL10RB","GSE178341","colorectal","epithelial",0.660421469623665,113216,TRUE
"IL12RB1","GSE178341","colorectal","epithelial",0.0772185689172472,113216,TRUE
"IL13RA1","GSE178341","colorectal","epithelial",0.796593711130993,113216,TRUE
"IL15RA","GSE178341","colorectal","epithelial",0.701955847585127,113216,TRUE
"IL17RA","GSE178341","colorectal","epithelial",0.537567684124778,113216,TRUE
"IL17RB","GSE178341","colorectal","epithelial",0.967002926228246,113216,TRUE
"IL18R1","GSE178341","colorectal","epithelial",0.201044386422977,113216,TRUE
"IL1B","GSE178341","colorectal","epithelial",0.049663651979414,113216,TRUE
"IL1R1","GSE178341","colorectal","epithelial",0.147743561860511,113216,TRUE
"IL1R2","GSE178341","colorectal","epithelial",0.581128918066551,113216,TRUE
"IL2RA","GSE178341","colorectal","epithelial",0.021428326533411,113216,TRUE
"IL2RG","GSE178341","colorectal","epithelial",0.464276112692247,113216,TRUE
"IL3RA","GSE178341","colorectal","epithelial",0.157321912694983,113216,TRUE
"IL4R","GSE178341","colorectal","epithelial",0.632864665327615,113216,TRUE
"IL6ST","GSE178341","colorectal","epithelial",0.432665468018953,113216,TRUE
"IL7","GSE178341","colorectal","epithelial",0.870343661411449,113216,TRUE
"IL9R","GSE178341","colorectal","epithelial",0.174216027874564,113216,TRUE
"INHBE","GSE178341","colorectal","epithelial",0.813953488372093,113216,TRUE
"IRF9","GSE178341","colorectal","epithelial",0.55366214218519,113216,TRUE
"ITGA4","GSE178341","colorectal","epithelial",0.0177041690462593,113216,TRUE
"ITGB3","GSE178341","colorectal","epithelial",0.0591313448456306,113216,TRUE
"JUN","GSE178341","colorectal","epithelial",0.70580526572381,113216,TRUE
"LEPR","GSE178341","colorectal","epithelial",0.566637839915441,113216,TRUE
"LTB","GSE178341","colorectal","epithelial",0.043800691224231,113216,TRUE
"LTBR","GSE178341","colorectal","epithelial",0.901502255389148,113216,TRUE
"MAP3K8","GSE178341","colorectal","epithelial",0.469543924089379,113216,TRUE
"OSMR","GSE178341","colorectal","epithelial",0.489956331877729,113216,TRUE
"PDGFC","GSE178341","colorectal","epithelial",0.188066992323796,113216,TRUE
"PF4","GSE178341","colorectal","epithelial",0.979482724052663,113216,TRUE
"PIK3R5","GSE178341","colorectal","epithelial",0.034730748991405,113216,TRUE
"PLA2G2A","GSE178341","colorectal","epithelial",0.963706793585792,113216,TRUE
"PTPN1","GSE178341","colorectal","epithelial",0.580850074011419,113216,TRUE
"PTPN11","GSE178341","colorectal","epithelial",0.829407269586019,113216,TRUE
"PTPN2","GSE178341","colorectal","epithelial",0.610158900196394,113216,TRUE
"REG1A","GSE178341","colorectal","epithelial",0.997060543169283,113216,TRUE
"SOCS1","GSE178341","colorectal","epithelial",0.317712401284388,113216,TRUE
"STAM2","GSE178341","colorectal","epithelial",0.759911188427028,113216,TRUE
"STAT2","GSE178341","colorectal","epithelial",0.586832665119223,113216,TRUE
"STAT3","GSE178341","colorectal","epithelial",0.662749078476414,113216,TRUE
"TGFB1","GSE178341","colorectal","epithelial",0.155965090401912,113216,TRUE
"TLR2","GSE178341","colorectal","epithelial",0.0661951661454832,113216,TRUE
"TNF","GSE178341","colorectal","epithelial",0.181768787093538,113216,TRUE
"TNFRSF12A","GSE178341","colorectal","epithelial",0.931655748247215,113216,TRUE
"TNFRSF1A","GSE178341","colorectal","epithelial",0.692257065208141,113216,TRUE
"TNFRSF1B","GSE178341","colorectal","epithelial",0.224806759312557,113216,TRUE
"TNFRSF21","GSE178341","colorectal","epithelial",0.853696109470285,113216,TRUE
"ABCA1","GSE178341","colorectal","epithelial",0.165528484738701,113216,TRUE
"AKAP12","GSE178341","colorectal","epithelial",0.446861564918315,113216,TRUE
"BCL2L1","GSE178341","colorectal","epithelial",0.854757534489905,113216,TRUE
"BCL6","GSE178341","colorectal","epithelial",0.418506925088976,113216,TRUE
"CCND1","GSE178341","colorectal","epithelial",0.938196723035504,113216,TRUE
"CCND3","GSE178341","colorectal","epithelial",0.54431278947518,113216,TRUE
"CDK4","GSE178341","colorectal","epithelial",0.875469769081615,113216,TRUE
"CDKN1A","GSE178341","colorectal","epithelial",0.733773431205402,113216,TRUE
"CDKN1B","GSE178341","colorectal","epithelial",0.69870338014477,113216,TRUE
"CFLAR","GSE178341","colorectal","epithelial",0.492231231129355,113216,TRUE
"CISH","GSE178341","colorectal","epithelial",0.636156060756478,113216,TRUE
"COPS5","GSE178341","colorectal","epithelial",0.839434572512177,113216,TRUE
"CXCL8","GSE178341","colorectal","epithelial",0.159464144717979,113216,TRUE
"DDIT3","GSE178341","colorectal","epithelial",0.826577720671727,113216,TRUE
"DNMT1","GSE178341","colorectal","epithelial",0.714627649089609,113216,TRUE
"EPAS1","GSE178341","colorectal","epithelial",0.497488912421234,113216,TRUE
"ESR2","GSE178341","colorectal","epithelial",0.168304278922345,113216,TRUE
"ETV6","GSE178341","colorectal","epithelial",0.721162293783963,113216,TRUE
"FGG","GSE178341","colorectal","epithelial",0.998278829604131,113216,TRUE
"FGL1","GSE178341","colorectal","epithelial",0.979455857856746,113216,TRUE
"FOS","GSE178341","colorectal","epithelial",0.605152831770714,113216,TRUE
"GFAP","GSE178341","colorectal","epithelial",0.906693711967546,113216,TRUE
"GREB1","GSE178341","colorectal","epithelial",0.516449410304159,113216,TRUE
"HSPA4","GSE178341","colorectal","epithelial",0.788627382273355,113216,TRUE
"HSPB1","GSE178341","colorectal","epithelial",0.828075607756075,113216,TRUE
"ICAM1","GSE178341","colorectal","epithelial",0.227013221153846,113216,TRUE
"IKBKE","GSE178341","colorectal","epithelial",0.715935273000054,113216,TRUE
"JAK2","GSE178341","colorectal","epithelial",0.560003439824569,113216,TRUE
"JUNB","GSE178341","colorectal","epithelial",0.581211145218766,113216,TRUE
"KRT17","GSE178341","colorectal","epithelial",0.989865142669188,113216,TRUE
"LEP","GSE178341","colorectal","epithelial",0.282608695652174,113216,TRUE
"LGALS3BP","GSE178341","colorectal","epithelial",0.933220049358798,113216,TRUE
"LTBP1","GSE178341","colorectal","epithelial",0.648816983783373,113216,TRUE
"MCL1","GSE178341","colorectal","epithelial",0.585304271788062,113216,TRUE
"MDC1","GSE178341","colorectal","epithelial",0.790355329949239,113216,TRUE
"MMP1","GSE178341","colorectal","epithelial",0.124966476071961,113216,TRUE
"MMP7","GSE178341","colorectal","epithelial",0.857076197648908,113216,TRUE
"MUC1","GSE178341","colorectal","epithelial",0.990029210338987,113216,TRUE
"NME1","GSE178341","colorectal","epithelial",0.880697949428438,113216,TRUE
"OAS1","GSE178341","colorectal","epithelial",0.850483058161873,113216,TRUE
"OPRM1","GSE178341","colorectal","epithelial",0.0309072781655035,113216,TRUE
"PAX3","GSE178341","colorectal","epithelial",0.984848484848485,113216,TRUE
"PHB","GSE178341","colorectal","epithelial",0.911709166941723,113216,TRUE
"POU2F1","GSE178341","colorectal","epithelial",0.804625631266925,113216,TRUE
"PPARA","GSE178341","colorectal","epithelial",0.893003622030468,113216,TRUE
"PRDM1","GSE178341","colorectal","epithelial",0.112344856045456,113216,TRUE
"PROS1","GSE178341","colorectal","epithelial",0.72831383259365,113216,TRUE
"PSMB5","GSE178341","colorectal","epithelial",0.854543845371752,113216,TRUE
"PTGS2","GSE178341","colorectal","epithelial",0.279412979716611,113216,TRUE
"PTPN6","GSE178341","colorectal","epithelial",0.329176838370888,113216,TRUE
"ROR1","GSE178341","colorectal","epithelial",0.710888145670754,113216,TRUE
"S100A11","GSE178341","colorectal","epithelial",0.776506538574631,113216,TRUE
"S1PR1","GSE178341","colorectal","epithelial",0.0183615026110394,113216,TRUE
"SALL4","GSE178341","colorectal","epithelial",0.9121478339897,113216,TRUE
"SHH","GSE178341","colorectal","epithelial",0.992175716440422,113216,TRUE
"STK11","GSE178341","colorectal","epithelial",0.829224425874494,113216,TRUE
"TIMP1","GSE178341","colorectal","epithelial",0.521295663286992,113216,TRUE
"TNFRSF10B","GSE178341","colorectal","epithelial",0.855018695531986,113216,TRUE
"TP53","GSE178341","colorectal","epithelial",0.828437512961964,113216,TRUE
"TP63","GSE178341","colorectal","epithelial",0.454326923076923,113216,TRUE
"VDR","GSE178341","colorectal","epithelial",0.861370301252999,113216,TRUE
"VEGFA","GSE178341","colorectal","epithelial",0.811168740183283,113216,TRUE
"VEGFB","GSE178341","colorectal","epithelial",0.626505607885585,113216,TRUE
"ZFP36","GSE178341","colorectal","epithelial",0.533314839590667,113216,TRUE
"A2M","GSE178341","colorectal","epithelial",0.0221928214758226,113216,TRUE
"HMOX1","GSE178341","colorectal","epithelial",0.140920052782454,113216,TRUE
"IFNAR1","GSE178341","colorectal","epithelial",0.637432294068452,113216,TRUE
"IRF1","GSE178341","colorectal","epithelial",0.617699216544325,113216,TRUE
"MYD88","GSE178341","colorectal","epithelial",0.694363142215021,113216,TRUE
"PIM1","GSE178341","colorectal","epithelial",0.468520021999319,113216,TRUE
"STAT1","GSE178341","colorectal","epithelial",0.619851492246188,113216,TRUE
"TYK2","GSE178341","colorectal","epithelial",0.67504103293577,113216,TRUE
"BCL2","GSE178341","colorectal","epithelial",0.292361621529937,113216,FALSE
"MMP9","GSE178341","colorectal","epithelial",0.0258217574857735,113216,FALSE
"HGF","GSE178341","colorectal","epithelial",0.0194331983805668,113216,FALSE
"MYC","GSE178341","colorectal","fibroblast_stromal",0.0210685061711549,9607,TRUE
"IL6","GSE178341","colorectal","fibroblast_stromal",0.230826631290938,9607,TRUE
"SOCS3","GSE178341","colorectal","fibroblast_stromal",0.170261559115912,9607,TRUE
"ACVR1B","GSE178341","colorectal","fibroblast_stromal",0.0178192910196977,9607,TRUE
"ACVRL1","GSE178341","colorectal","fibroblast_stromal",0.289879518072289,9607,TRUE
"BAK1","GSE178341","colorectal","fibroblast_stromal",0.018238672167596,9607,TRUE
"CBL","GSE178341","colorectal","fibroblast_stromal",0.072047783949613,9607,TRUE
"CCL7","GSE178341","colorectal","fibroblast_stromal",0.00968572479463811,9607,TRUE
"CCR1","GSE178341","colorectal","fibroblast_stromal",0.00557735495175341,9607,TRUE
"CD14","GSE178341","colorectal","fibroblast_stromal",0.00374368403788223,9607,TRUE
"CD36","GSE178341","colorectal","fibroblast_stromal",0.254551845342707,9607,TRUE
"CD38","GSE178341","colorectal","fibroblast_stromal",0.00187336789917875,9607,TRUE
"CD44","GSE178341","colorectal","fibroblast_stromal",0.0172549748642515,9607,TRUE
"CD9","GSE178341","colorectal","fibroblast_stromal",0.0181264969542367,9607,TRUE
"CNTFR","GSE178341","colorectal","fibroblast_stromal",0.0363180964308078,9607,TRUE
"CRLF2","GSE178341","colorectal","fibroblast_stromal",0.0212765957446809,9607,TRUE
"CSF1","GSE178341","colorectal","fibroblast_stromal",0.127204136995592,9607,TRUE
"CSF2","GSE178341","colorectal","fibroblast_stromal",0.345024875621891,9607,TRUE
"CSF2RA","GSE178341","colorectal","fibroblast_stromal",0.00221793635486982,9607,TRUE
"CSF2RB","GSE178341","colorectal","fibroblast_stromal",0.165546845837999,9607,TRUE
"CSF3R","GSE178341","colorectal","fibroblast_stromal",0.00697558545092177,9607,TRUE
"CXCL1","GSE178341","colorectal","fibroblast_stromal",0.0749648094900083,9607,TRUE
"CXCL10","GSE178341","colorectal","fibroblast_stromal",0.0392430430481216,9607,TRUE
"CXCL11","GSE178341","colorectal","fibroblast_stromal",0.0318883174136664,9607,TRUE
"CXCL13","GSE178341","colorectal","fibroblast_stromal",0.00801876658479512,9607,TRUE
"CXCL3","GSE178341","colorectal","fibroblast_stromal",0.00981047699846012,9607,TRUE
"CXCL9","GSE178341","colorectal","fibroblast_stromal",0.0289333275495597,9607,TRUE
"DNTT","GSE178341","colorectal","fibroblast_stromal",0,9607,TRUE
"EBI3","GSE178341","colorectal","fibroblast_stromal",0.00897552130553037,9607,TRUE
"FAS","GSE178341","colorectal","fibroblast_stromal",0.0478775113415425,9607,TRUE
"GRB2","GSE178341","colorectal","fibroblast_stromal",0.0245437887260088,9607,TRUE
"HAX1","GSE178341","colorectal","fibroblast_stromal",0.0258233064723847,9607,TRUE
"IFNGR1","GSE178341","colorectal","fibroblast_stromal",0.0396646144944601,9607,TRUE
"IFNGR2","GSE178341","colorectal","fibroblast_stromal",0.0298194698560626,9607,TRUE
"IL10RB","GSE178341","colorectal","fibroblast_stromal",0.0281520927363055,9607,TRUE
"IL12RB1","GSE178341","colorectal","fibroblast_stromal",0.00924539358031122,9607,TRUE
"IL13RA1","GSE178341","colorectal","fibroblast_stromal",0.0316298252122111,9607,TRUE
"IL15RA","GSE178341","colorectal","fibroblast_stromal",0.085633577942215,9607,TRUE
"IL17RA","GSE178341","colorectal","fibroblast_stromal",0.0459293689204083,9607,TRUE
"IL17RB","GSE178341","colorectal","fibroblast_stromal",0.00215616818111813,9607,TRUE
"IL18R1","GSE178341","colorectal","fibroblast_stromal",0.0431377000794642,9607,TRUE
"IL1B","GSE178341","colorectal","fibroblast_stromal",0.00998161721619694,9607,TRUE
"IL1R1","GSE178341","colorectal","fibroblast_stromal",0.489150313874747,9607,TRUE
"IL1R2","GSE178341","colorectal","fibroblast_stromal",0.00439810345197486,9607,TRUE
"IL2RA","GSE178341","colorectal","fibroblast_stromal",0.00181712209003326,9607,TRUE
"IL2RG","GSE178341","colorectal","fibroblast_stromal",0.00238251953758726,9607,TRUE
"IL3RA","GSE178341","colorectal","fibroblast_stromal",0.395269341086794,9607,TRUE
"IL4R","GSE178341","colorectal","fibroblast_stromal",0.064885185386244,9607,TRUE
"IL6ST","GSE178341","colorectal","fibroblast_stromal",0.257189402894635,9607,TRUE
"IL7","GSE178341","colorectal","fibroblast_stromal",0.0233252101258268,9607,TRUE
"IL9R","GSE178341","colorectal","fibroblast_stromal",0.00261324041811847,9607,TRUE
"INHBE","GSE178341","colorectal","fibroblast_stromal",0.0426356589147287,9607,TRUE
"IRF9","GSE178341","colorectal","fibroblast_stromal",0.0443488778390001,9607,TRUE
"ITGA4","GSE178341","colorectal","fibroblast_stromal",0.0319817247287264,9607,TRUE
"ITGB3","GSE178341","colorectal","fibroblast_stromal",0.331763474620618,9607,TRUE
"JUN","GSE178341","colorectal","fibroblast_stromal",0.0450145440719203,9607,TRUE
"LEPR","GSE178341","colorectal","fibroblast_stromal",0.280196021908331,9607,TRUE
"LTB","GSE178341","colorectal","fibroblast_stromal",0.0032694211431251,9607,TRUE
"LTBR","GSE178341","colorectal","fibroblast_stromal",0.0302285193527864,9607,TRUE
"MAP3K8","GSE178341","colorectal","fibroblast_stromal",0.0525893859227193,9607,TRUE
"OSMR","GSE178341","colorectal","fibroblast_stromal",0.501310043668122,9607,TRUE
"PDGFC","GSE178341","colorectal","fibroblast_stromal",0.24808094905792,9607,TRUE
"PF4","GSE178341","colorectal","fibroblast_stromal",0.00728463543407071,9607,TRUE
"PIK3R5","GSE178341","colorectal","fibroblast_stromal",0.00210489387826697,9607,TRUE
"PLA2G2A","GSE178341","colorectal","fibroblast_stromal",0.0318631988992598,9607,TRUE
"PTPN1","GSE178341","colorectal","fibroblast_stromal",0.030492704588708,9607,TRUE
"PTPN11","GSE178341","colorectal","fibroblast_stromal",0.0383414180344209,9607,TRUE
"PTPN2","GSE178341","colorectal","fibroblast_stromal",0.025790849036698,9607,TRUE
"REG1A","GSE178341","colorectal","fibroblast_stromal",0.000550180695733859,9607,TRUE
"SOCS1","GSE178341","colorectal","fibroblast_stromal",0.0227274918761511,9607,TRUE
"STAM2","GSE178341","colorectal","fibroblast_stromal",0.0420023805163889,9607,TRUE
"STAT2","GSE178341","colorectal","fibroblast_stromal",0.0649794260392488,9607,TRUE
"STAT3","GSE178341","colorectal","fibroblast_stromal",0.0610800332740607,9607,TRUE
"TGFB1","GSE178341","colorectal","fibroblast_stromal",0.13503368919792,9607,TRUE
"TLR2","GSE178341","colorectal","fibroblast_stromal",0.00216266767980828,9607,TRUE
"TNF","GSE178341","colorectal","fibroblast_stromal",0.00455571344980356,9607,TRUE
"TNFRSF12A","GSE178341","colorectal","fibroblast_stromal",0.041099614674774,9607,TRUE
"TNFRSF1A","GSE178341","colorectal","fibroblast_stromal",0.0901158007614141,9607,TRUE
"TNFRSF1B","GSE178341","colorectal","fibroblast_stromal",0.0354617218978702,9607,TRUE
"TNFRSF21","GSE178341","colorectal","fibroblast_stromal",0.0136625374498013,9607,TRUE
"ABCA1","GSE178341","colorectal","fibroblast_stromal",0.0502853002445431,9607,TRUE
"AKAP12","GSE178341","colorectal","fibroblast_stromal",0.382244196044712,9607,TRUE
"BCL2L1","GSE178341","colorectal","fibroblast_stromal",0.022138670140328,9607,TRUE
"BCL6","GSE178341","colorectal","fibroblast_stromal",0.0848591398310536,9607,TRUE
"CCND1","GSE178341","colorectal","fibroblast_stromal",0.0327328369510348,9607,TRUE
"CCND3","GSE178341","colorectal","fibroblast_stromal",0.0434840261794486,9607,TRUE
"CDK4","GSE178341","colorectal","fibroblast_stromal",0.0264833421470122,9607,TRUE
"CDKN1A","GSE178341","colorectal","fibroblast_stromal",0.0490680934977988,9607,TRUE
"CDKN1B","GSE178341","colorectal","fibroblast_stromal",0.0204674137228886,9607,TRUE
"CFLAR","GSE178341","colorectal","fibroblast_stromal",0.0578620619466024,9607,TRUE
"CISH","GSE178341","colorectal","fibroblast_stromal",0.0130712465667295,9607,TRUE
"COPS5","GSE178341","colorectal","fibroblast_stromal",0.0300232947654159,9607,TRUE
"CXCL8","GSE178341","colorectal","fibroblast_stromal",0.0402453871364737,9607,TRUE
"DDIT3","GSE178341","colorectal","fibroblast_stromal",0.018242395266838,9607,TRUE
"DNMT1","GSE178341","colorectal","fibroblast_stromal",0.0306429902962925,9607,TRUE
"EPAS1","GSE178341","colorectal","fibroblast_stromal",0.407676903236629,9607,TRUE
"ESR2","GSE178341","colorectal","fibroblast_stromal",0.0215530903328051,9607,TRUE
"ETV6","GSE178341","colorectal","fibroblast_stromal",0.035890538737703,9607,TRUE
"FGG","GSE178341","colorectal","fibroblast_stromal",0,9607,TRUE
"FGL1","GSE178341","colorectal","fibroblast_stromal",0.00499722376457524,9607,TRUE
"FOS","GSE178341","colorectal","fibroblast_stromal",0.0530984201170807,9607,TRUE
"GFAP","GSE178341","colorectal","fibroblast_stromal",0.0304259634888438,9607,TRUE
"GREB1","GSE178341","colorectal","fibroblast_stromal",0.151458721291124,9607,TRUE
"HSPA4","GSE178341","colorectal","fibroblast_stromal",0.0306734930924617,9607,TRUE
"HSPB1","GSE178341","colorectal","fibroblast_stromal",0.0593411133344322,9607,TRUE
"ICAM1","GSE178341","colorectal","fibroblast_stromal",0.162778627622378,9607,TRUE
"IKBKE","GSE178341","colorectal","fibroblast_stromal",0.0161013770562075,9607,TRUE
"JAK2","GSE178341","colorectal","fibroblast_stromal",0.0494904759857247,9607,TRUE
"JUNB","GSE178341","colorectal","fibroblast_stromal",0.0757914675176793,9607,TRUE
