"statistic","k","n_total","z_est","r_backtransformed","ci_lo_wald","ci_hi_wald","ci_lo_hksj","ci_hi_hksj","tau2","I2","Q","Q_df","Q_p","pi_lo","pi_hi","label","note"
"pooled Fisher z, random effects (REML)",6,1229,0.0967272087648834,0.0964266686225082,0.00407077490770005,0.187151483807135,-0.0242182969119992,0.214303283978835,0.0077340704646294,59.7644707694107,12.4967239484292,5,0.0285803140298351,-0.158317908508772,0.339135455493095,"EXPLORATORY_POSTHOC","EXPLORATORY, POST-HOC. tanh of the pooled z is the back-transformed pooled correlation, not an unbiased mean of the per-cohort r. Wald interval quoted, as in the colorectal pooling. Cohorts differ in tissue and in n, and the RPPA antibody is one phosphosite assay."
