"gene","atlas","tissue","f_at_0.30","f_at_0.50","f_at_0.70","ci_lo_0.30","ci_hi_0.30","evaluable","dominant","dominant_50","dom_rate","dom_rate_lo","dom_rate_hi","dom_n_eval","dom50_rate","origin_six","in_panel","qualifying"
"LTBP1","GSE178341","colorectal",0.501826028146093,0.701531626208665,0.845782705452866,0.394839460850364,0.618798514364352,TRUE,TRUE,TRUE,0.5565,0,1,2000,1,FALSE,TRUE,TRUE
"MCL1","GSE178341","colorectal",0.4348838589494,0.642296498018166,0.807312862692502,0.399470930400885,0.472034692708267,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"MDC1","GSE178341","colorectal",0.672723615947178,0.827473667205416,0.91797343290987,0.640788414023839,0.705465752610636,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"MMP1","GSE178341","colorectal",0.0722415714954348,0.15375378051864,0.297723917407249,0.0432525215415479,0.124692826750847,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"MMP7","GSE178341","colorectal",0.765787547109256,0.884113482787838,0.946812208072084,0.619594558372442,0.87484376572433,TRUE,TRUE,TRUE,0.9985,1,1,2000,1,FALSE,TRUE,TRUE
"MUC1","GSE178341","colorectal",0.981863674795664,0.992145892253987,0.996618778693736,0.974080955481658,0.987578574244651,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"NME1","GSE178341","colorectal",0.800993790455913,0.903768372203352,0.956358023251269,0.773991153939579,0.827251884569335,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"OAS1","GSE178341","colorectal",0.756181208328776,0.878590907427188,0.944088586633792,0.719424241301507,0.790405689307003,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"OPRM1","GSE178341","colorectal",0.0170919558775022,0.038992616930017,0.0864863348063272,0.0114483561462438,0.0234362743302603,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PAX3","GSE178341","colorectal",0.97255781876156,0.988051700961987,0.994844097978472,0.966985327599797,1,TRUE,TRUE,TRUE,1,1,1,1270,1,FALSE,TRUE,TRUE
"PHB","GSE178341","colorectal",0.849175084280957,0.929264351413939,0.968407751647395,0.831145615012673,0.866764445830293,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"POU2F1","GSE178341","colorectal",0.691879426799949,0.839729712759054,0.924387954464227,0.652136401835793,0.729976737302715,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PPARA","GSE178341","colorectal",0.819838931535292,0.913926964968066,0.961203359502507,0.797477864704971,0.845116903998238,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PRDM1","GSE178341","colorectal",0.0645523213326425,0.138685458715907,0.273099498109851,0.0487760158851386,0.0875818855402979,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PROS1","GSE178341","colorectal",0.593763455915703,0.773265594683402,0.888364311134598,0.513178455271873,0.67503287149625,TRUE,TRUE,TRUE,0.9895,1,1,2000,1,FALSE,TRUE,TRUE
"PSMB5","GSE178341","colorectal",0.762086713320137,0.881994224644629,0.945769212794978,0.731904831366177,0.790422532414275,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PTGS2","GSE178341","colorectal",0.174521637911714,0.330346910035939,0.535112459889076,0.0753039824636998,0.311257677815119,TRUE,FALSE,FALSE,0,0,0,2000,0.0355,FALSE,TRUE,TRUE
"PTPN6","GSE178341","colorectal",0.211076374928419,0.384343706453346,0.592943287353636,0.180009199857932,0.242165222401032,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"ROR1","GSE178341","colorectal",0.572770166854697,0.757764135533172,0.879505756856409,0.41284166250875,0.740221892263047,TRUE,TRUE,TRUE,0.806,0,1,2000,1,FALSE,TRUE,TRUE
"S100A11","GSE178341","colorectal",0.65450111468298,0.815504479648452,0.911612108389026,0.604877492415189,0.699266183900909,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"S1PR1","GSE178341","colorectal",0.0100956276413271,0.0232435863723442,0.0526047378452038,0.0074655571826351,0.0127333249368174,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"SALL4","GSE178341","colorectal",0.849873286840166,0.929622529611544,0.968574425586236,0.786716568585224,0.89421372421262,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"SHH","GSE178341","colorectal",0.985742738036783,0.993839555691008,0.997350482607953,0.981409033748445,0.989830390317091,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"STK11","GSE178341","colorectal",0.725836779067749,0.86067401313235,0.935123749871942,0.697700322542196,0.757405905129068,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"TIMP1","GSE178341","colorectal",0.372547174641645,0.5807841045353,0.76373934695567,0.300789448140069,0.456416606026348,TRUE,FALSE,TRUE,0.0025,0,0,2000,0.977,FALSE,TRUE,TRUE
"TNFRSF10B","GSE178341","colorectal",0.76277960707361,0.882391794638903,0.945965083682417,0.71835248302993,0.80723853434314,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"TP53","GSE178341","colorectal",0.724731612952387,0.860007550884193,0.934786432039282,0.673357012505498,0.765010876005417,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"TP63","GSE178341","colorectal",0.312224062027999,0.5143849853164,0.711945914225199,0.19399231230687,0.476595182886194,TRUE,FALSE,TRUE,0.0135,0,0,2000,0.577,FALSE,TRUE,TRUE
"VDR","GSE178341","colorectal",0.7720950698459,0.887701694196487,0.948571995955614,0.73162277162867,0.802755705855313,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"VEGFA","GSE178341","colorectal",0.700794330008716,0.845323180652274,0.927282687346546,0.611280152411081,0.783350568075152,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"VEGFB","GSE178341","colorectal",0.47769374175435,0.680922301416586,0.83275942117846,0.423030435095473,0.534985139997184,TRUE,FALSE,TRUE,0.219,0,1,2000,1,FALSE,TRUE,TRUE
"ZFP36","GSE178341","colorectal",0.383887048270123,0.592477297891027,0.772329835996571,0.329172703503424,0.445380552447726,TRUE,FALSE,TRUE,0,0,0,2000,0.9995,FALSE,TRUE,TRUE
"A2M","GSE178341","colorectal",0.0122236628059841,0.0280644789112472,0.0631218098574641,0.00853325283130816,0.0150580244127796,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"HMOX1","GSE178341","colorectal",0.0820956400040825,0.172657280125202,0.32747830286247,0.0588034689150412,0.11845395895284,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IFNAR1","GSE178341","colorectal",0.489426026986937,0.691042086076967,0.839200785541874,0.459268546472345,0.518508534354894,TRUE,FALSE,TRUE,0.249,0,1,2000,1,FALSE,TRUE,TRUE
"IRF1","GSE178341","colorectal",0.468356077916087,0.672728729481992,0.827476982925709,0.428508455572642,0.511804458868592,TRUE,FALSE,TRUE,0.0875,0,1,2000,1,FALSE,TRUE,TRUE
"MYD88","GSE178341","colorectal",0.553311188990204,0.742949641584129,0.870867868920655,0.510200784781358,0.595230483360787,TRUE,TRUE,TRUE,0.994,1,1,2000,1,FALSE,TRUE,TRUE
"PIM1","GSE178341","colorectal",0.324618795366751,0.528636661057037,0.723516058177959,0.279361492681486,0.366711771875378,TRUE,FALSE,TRUE,0,0,0,2000,0.8705,FALSE,TRUE,TRUE
"STAT1","GSE178341","colorectal",0.470628579599954,0.67473433611545,0.828775623827147,0.430628341243198,0.502510336295119,TRUE,FALSE,TRUE,0.0395,0,1,2000,1,FALSE,TRUE,TRUE
"TYK2","GSE178341","colorectal",0.531093705623673,0.72548477973277,0.860461850892348,0.503127588936203,0.560136490812534,TRUE,TRUE,TRUE,0.9895,1,1,2000,1,FALSE,TRUE,TRUE
"BCL2","GSE178341","colorectal",0.183849578082199,0.344527394127631,0.550852306628562,0.146962660170673,0.221325166088952,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,FALSE,FALSE
"MMP9","GSE178341","colorectal",0.0142462077572601,0.0326215077316074,0.0729441217323286,0.00900675026259574,0.0216107267143959,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,FALSE,FALSE
"HGF","GSE178341","colorectal",0.0106901275320014,0.0245930931714575,0.0555619633449586,0.00745936761325582,0.0132390240005327,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,FALSE,FALSE
"MYC","Peng","pancreatic",0.184746311911664,0.345875711650806,0.552327685479154,0.15270584232941,0.222803711413248,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,TRUE,TRUE
"IL6","Peng","pancreatic",0.038118829445266,0.0846419969132945,0.177469496078632,0.0270221968536291,0.0619001062038114,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,TRUE,TRUE
"SOCS3","Peng","pancreatic",0.129498598428227,0.257672437061753,0.447493399911695,0.0963641993737487,0.181180449713131,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,TRUE,TRUE
"ACVR1B","Peng","pancreatic",0.645368623498583,0.809388338037019,0.908323832502047,0.571673835426608,0.711887273891532,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"ACVRL1","Peng","pancreatic",0.0641294721544841,0.137848561081267,0.271707352432299,0.0461393656493968,0.0895321431696533,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"BAK1","Peng","pancreatic",0.541147093809561,0.733462065404619,0.865245323349733,0.485449983346965,0.591538346452006,TRUE,TRUE,TRUE,0.931,0,1,2000,1,FALSE,TRUE,TRUE
"CBL","Peng","pancreatic",0.292688109132067,0.491234326444439,0.692584835081298,0.259831954066185,0.330987564774547,TRUE,FALSE,FALSE,0,0,0,2000,0.3425,FALSE,TRUE,TRUE
"CCL7","Peng","pancreatic",0.0623753252494208,0.134367472513979,0.265888427839872,0.0313632945271802,0.0827315765142191,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CCR1","Peng","pancreatic",0.0737297296379242,0.156637574466424,0.302343254941275,0.0490555092344959,0.102315075595029,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD14","Peng","pancreatic",0.0766607050911751,0.162286937171835,0.31130791035016,0.0560095389061323,0.108879499411462,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD36","Peng","pancreatic",0.0435943820460238,0.0961324453732301,0.19882440429163,0.0309449635529886,0.0596841994130798,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD38","Peng","pancreatic",0.054761252206561,0.119081517777752,0.239784935990732,0.0326383192526189,0.088905800722811,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD44","Peng","pancreatic",0.488269439378175,0.690052981797643,0.838575200641866,0.443214386357793,0.537534649501842,TRUE,FALSE,TRUE,0.331,0,1,2000,1,FALSE,TRUE,TRUE
"CD9","Peng","pancreatic",0.45869393240544,0.664117160009255,0.821859081328587,0.393407990018943,0.524759537039713,TRUE,FALSE,TRUE,0.117,0,1,2000,1,FALSE,TRUE,TRUE
"CNTFR","Peng","pancreatic",0.57728301937351,0.761137804942677,0.881449166510802,0.0616565188795461,0.762983786701284,TRUE,TRUE,TRUE,0.6055,0,1,2000,0.789,FALSE,TRUE,TRUE
"CRLF2","Peng","pancreatic",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,FALSE,TRUE,TRUE
"CSF1","Peng","pancreatic",0.365475194642339,0.573371414887595,0.7582149385768,0.284524643271916,0.455221969409555,TRUE,FALSE,TRUE,5e-04,0,0,2000,0.9305,FALSE,TRUE,TRUE
"CSF2","Peng","pancreatic",0.828069644806392,0.918287658076697,0.96326517423672,0.734494579343259,0.902210463804293,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CSF2RA","Peng","pancreatic",0.147086951839721,0.286931122107661,0.484245725663804,0.0754703999290811,0.223692476060074,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF2RB","Peng","pancreatic",0.0643285429099252,0.138242667621711,0.272363259677395,0.0452331684663979,0.0929424484466739,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF3R","Peng","pancreatic",0.103075714802249,0.211449579180379,0.384873810939845,0.0835058440102827,0.130483515422381,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CXCL1","Peng","pancreatic",0.765125935843171,0.88373537542304,0.946626320428337,0.649890221096462,0.854601236227068,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CXCL10","Peng","pancreatic",0.31277205335958,0.515022098717225,0.712468717873846,0.102365739277382,0.546570795092636,TRUE,FALSE,TRUE,0.054,0,1,2000,0.54,FALSE,TRUE,TRUE
"CXCL11","Peng","pancreatic",0.65854394879928,0.818186689439938,0.91304607809881,0.425645593811784,0.804982634237101,TRUE,TRUE,TRUE,0.939,0,1,2000,1,FALSE,TRUE,TRUE
"CXCL13","Peng","pancreatic",0.0934122069018986,0.193821432439069,0.359376779452683,0.0608923301490514,0.149502724058796,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CXCL3","Peng","pancreatic",0.548775524429208,0.73943275776865,0.868792041363262,0.380308429605196,0.724169012813237,TRUE,TRUE,TRUE,0.6965,0,1,2000,0.999,FALSE,TRUE,TRUE
"CXCL9","Peng","pancreatic",0.156776680849268,0.302565336405939,0.503046528701366,0.0735170574981555,0.242735511278005,TRUE,FALSE,FALSE,0,0,0,2000,5e-04,FALSE,TRUE,TRUE
"DNTT","Peng","pancreatic",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,FALSE,TRUE,TRUE
"EBI3","Peng","pancreatic",0.128926544437851,0.256701147774009,0.446236710465498,0.0705851014522081,0.222318677224894,TRUE,FALSE,FALSE,0,0,0,2000,0.001,FALSE,TRUE,TRUE
"FAS","Peng","pancreatic",0.296228465918594,0.495493892820419,0.696201175641379,0.24196265677213,0.353617091393242,TRUE,FALSE,FALSE,0,0,0,2000,0.4475,FALSE,TRUE,TRUE
"GRB2","Peng","pancreatic",0.292710327562287,0.491261148656268,0.692607684594936,0.252309226198212,0.342974807481666,TRUE,FALSE,FALSE,0,0,0,2000,0.402,FALSE,TRUE,TRUE
"HAX1","Peng","pancreatic",0.466960842746772,0.671493647209233,0.826675437433868,0.432213490872574,0.501709039576307,TRUE,FALSE,TRUE,0.035,0,1,2000,1,FALSE,TRUE,TRUE
"IFNGR1","Peng","pancreatic",0.264098724506082,0.455747312088126,0.6614634659836,0.225654413430593,0.308719723390704,TRUE,FALSE,FALSE,0,0,0,2000,0.046,FALSE,TRUE,TRUE
"IFNGR2","Peng","pancreatic",0.486104435880852,0.688196513254393,0.837398705320154,0.444704171761478,0.528316930439302,TRUE,FALSE,TRUE,0.2385,0,1,2000,1,FALSE,TRUE,TRUE
"IL10RB","Peng","pancreatic",0.435838732979059,0.643188455142848,0.807916396626022,0.386441208489394,0.490061370347814,TRUE,FALSE,TRUE,0.0095,0,0,2000,1,FALSE,TRUE,TRUE
"IL12RB1","Peng","pancreatic",0.116513596377195,0.23530939908222,0.417931107505373,0.0804024374251475,0.17092699485086,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL13RA1","Peng","pancreatic",0.472802086564901,0.67664559995389,0.830009779553927,0.404919825546265,0.534277179367708,TRUE,FALSE,TRUE,0.187,0,1,2000,1,FALSE,TRUE,TRUE
"IL15RA","Peng","pancreatic",0.479228281277897,0.682256912739158,0.833614127936116,0.42508951041022,0.536275504263949,TRUE,FALSE,TRUE,0.22,0,1,2000,1,FALSE,TRUE,TRUE
"IL17RA","Peng","pancreatic",0.29924516938645,0.499100745665106,0.699244082549053,0.264878233054793,0.340095884289217,TRUE,FALSE,FALSE,0,0,0,2000,0.477,FALSE,TRUE,TRUE
"IL17RB","Peng","pancreatic",0.793739685584231,0.899791890267249,0.954445113506172,0.754214679435332,0.825164477260443,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"IL18R1","Peng","pancreatic",0.259513479044184,0.449868771199879,0.65613037733494,0.206489067402191,0.31260259453348,TRUE,FALSE,FALSE,0,0,0,2000,0.0645,FALSE,TRUE,TRUE
"IL1B","Peng","pancreatic",0.126010947218456,0.251731052371547,0.439768080072267,0.0812665473129287,0.193046646581993,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL1R1","Peng","pancreatic",0.213672206640674,0.388022357648637,0.596683466999835,0.157016699215883,0.275596988075956,TRUE,FALSE,FALSE,0,0,0,2000,0.0045,FALSE,TRUE,TRUE
"IL1R2","Peng","pancreatic",0.547602846323383,0.738519481350687,0.868251379008467,0.408416139867992,0.67012194137413,TRUE,TRUE,TRUE,0.721,0,1,2000,0.9995,FALSE,TRUE,TRUE
"IL2RA","Peng","pancreatic",0.068038717580681,0.145552714324244,0.284424630726097,0.0517160764685673,0.0950153619725689,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL2RG","Peng","pancreatic",0.429058534191894,0.636823714057959,0.803592762587309,0.302076553553317,0.549004770442305,TRUE,FALSE,TRUE,0.1275,0,1,2000,0.977,FALSE,TRUE,TRUE
"IL3RA","Peng","pancreatic",0.0352598838010128,0.0785788220239819,0.165962410439194,0.0246895950706194,0.0513910963290124,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL4R","Peng","pancreatic",0.389266443794408,0.59794289593168,0.776294063375127,0.338900475678831,0.438657250681527,TRUE,FALSE,TRUE,0,0,0,2000,0.9995,FALSE,TRUE,TRUE
"IL6ST","Peng","pancreatic",0.259969488603738,0.450455791179887,0.656665276936197,0.213481210510776,0.316416425142339,TRUE,FALSE,FALSE,0,0,0,2000,0.073,FALSE,TRUE,TRUE
"IL7","Peng","pancreatic",0.611726887908257,0.786150338474901,0.895591439114574,0.542022796834517,0.671863751487686,TRUE,TRUE,TRUE,0.999,1,1,2000,1,FALSE,TRUE,TRUE
"IL9R","Peng","pancreatic",0.20857668429524,0.380782469985727,0.589299303944316,0.136962499896838,0.301966792963801,TRUE,FALSE,FALSE,0,0,0,2000,0.029,FALSE,TRUE,TRUE
"INHBE","Peng","pancreatic",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,FALSE,TRUE,TRUE
"IRF9","Peng","pancreatic",0.410921972745047,0.619433061985604,0.791574183920355,0.372760609566953,0.452913512653045,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"ITGA4","Peng","pancreatic",0.0818161597019783,0.172127311796587,0.326660746071118,0.0566647588292332,0.120822118202747,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"ITGB3","Peng","pancreatic",0.144256644006675,0.282300532742585,0.478567933106661,0.101089583678055,0.198066014103087,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"JUN","Peng","pancreatic",0.429788660480806,0.637512616484117,0.804062655425934,0.35543917628228,0.504256054176885,TRUE,FALSE,TRUE,0.033,0,1,2000,1,FALSE,TRUE,TRUE
"LEPR","Peng","pancreatic",0.21153077330985,0.384989085703395,0.593601214731862,0.144301758811372,0.292842186284491,TRUE,FALSE,FALSE,0,0,0,2000,0.015,FALSE,TRUE,TRUE
"LTB","Peng","pancreatic",0.183228281351399,0.343591700736522,0.549826297953756,0.107985299202454,0.327300468408322,TRUE,FALSE,FALSE,0,0,0,2000,0.0525,FALSE,TRUE,TRUE
"LTBR","Peng","pancreatic",0.556937433538146,0.745743815794766,0.872510161071533,0.505635309696125,0.609528112620524,TRUE,TRUE,TRUE,0.982,1,1,2000,1,FALSE,TRUE,TRUE
"MAP3K8","Peng","pancreatic",0.210465636854151,0.383475316931816,0.592056831415807,0.170534312422823,0.2717581195228,TRUE,FALSE,FALSE,0,0,0,2000,0.003,FALSE,TRUE,TRUE
"OSMR","Peng","pancreatic",0.387825581943942,0.596484012288042,0.775239075977066,0.31202217618249,0.46016716871158,TRUE,FALSE,TRUE,0.0015,0,0,2000,0.9895,FALSE,TRUE,TRUE
"PDGFC","Peng","pancreatic",0.398168307658669,0.60687491002392,0.78270375898036,0.26809782797005,0.538249161263452,TRUE,FALSE,TRUE,0.078,0,1,2000,0.936,FALSE,TRUE,TRUE
"PF4","Peng","pancreatic",0.894502755090846,0.951886408559106,0.978796943556755,0.772016444208646,0.936850797535129,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PIK3R5","Peng","pancreatic",0.140991349513435,0.276921725203339,0.471908430031398,0.108020086346338,0.18092992576755,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PLA2G2A","Peng","pancreatic",0.0397017061151768,0.0879800374794,0.183733572045545,0.0245118121739692,0.0857265400224516,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PTPN1","Peng","pancreatic",0.308230469365714,0.509721971730136,0.708103431190156,0.281337679040495,0.342796822891959,TRUE,FALSE,TRUE,0,0,0,2000,0.7125,FALSE,TRUE,TRUE
"PTPN11","Peng","pancreatic",0.475766558834874,0.679241468907775,0.831680717672563,0.430218031135995,0.529973440752906,TRUE,FALSE,TRUE,0.166,0,1,2000,1,FALSE,TRUE,TRUE
"PTPN2","Peng","pancreatic",0.467073284593132,0.671593287261442,0.826740153628327,0.406770606136581,0.521280799698774,TRUE,FALSE,TRUE,0.1305,0,1,2000,1,FALSE,TRUE,TRUE
"REG1A","Peng","pancreatic",0.902145329046239,0.955578361101146,0.98046631574721,0.857963311042193,0.932404299303694,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"SOCS1","Peng","pancreatic",0.237094552036236,0.420340143917826,0.628531163080264,0.183032040580127,0.302173457905195,TRUE,FALSE,FALSE,0,0,0,2000,0.0295,FALSE,TRUE,TRUE
"STAM2","Peng","pancreatic",0.530146097170398,0.72472639810322,0.86000440374016,0.487755024577375,0.575008302271497,TRUE,TRUE,TRUE,0.9085,0,1,2000,1,FALSE,TRUE,TRUE
"STAT2","Peng","pancreatic",0.339661531060478,0.545497535163372,0.736875725831092,0.290628173036242,0.393264954101331,TRUE,FALSE,TRUE,0,0,0,2000,0.9425,FALSE,TRUE,TRUE
"STAT3","Peng","pancreatic",0.349221077569228,0.555972677577829,0.745001945649983,0.311789004638681,0.396964273809078,TRUE,FALSE,TRUE,0,0,0,2000,0.9975,FALSE,TRUE,TRUE
"TGFB1","Peng","pancreatic",0.156112957639571,0.301505097753961,0.501789218327586,0.124322845822552,0.19673105799159,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TLR2","Peng","pancreatic",0.194288991549164,0.360065338316861,0.567637165403182,0.153734432290274,0.241460892986968,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TNF","Peng","pancreatic",0.304998091234586,0.505921919759989,0.704950957261083,0.214881607875136,0.418658633363488,TRUE,FALSE,TRUE,5e-04,0,0,2000,0.574,FALSE,TRUE,TRUE
"TNFRSF12A","Peng","pancreatic",0.70223534050205,0.846220864900411,0.927745367911923,0.604152996160538,0.774309647612652,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"TNFRSF1A","Peng","pancreatic",0.331165656423352,0.536032471340299,0.729419237655705,0.298926279447143,0.369592468312983,TRUE,FALSE,TRUE,0,0,0,2000,0.9685,FALSE,TRUE,TRUE
"TNFRSF1B","Peng","pancreatic",0.148384069112278,0.289043550386058,0.486819068351525,0.118331229902509,0.185641738067982,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TNFRSF21","Peng","pancreatic",0.692502739457906,0.84012304510892,0.924592177607176,0.638438098808565,0.739259073897203,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"ABCA1","Peng","pancreatic",0.253649861401975,0.442273022220518,0.649161538054792,0.184813969175026,0.333524030922169,TRUE,FALSE,FALSE,0,0,0,2000,0.1175,FALSE,TRUE,TRUE
"AKAP12","Peng","pancreatic",0.109794206201532,0.223471918590301,0.401733064985941,0.0787084536146328,0.153899004231748,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"BCL2L1","Peng","pancreatic",0.6947746453243,0.841553825195077,0.925334205339158,0.649900327108281,0.73141827812252,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"BCL6","Peng","pancreatic",0.394576275010183,0.603287431640741,0.780139518543588,0.343115010008595,0.446265791145853,TRUE,FALSE,TRUE,5e-04,0,0,2000,1,FALSE,TRUE,TRUE
"CCND1","Peng","pancreatic",0.739190076187747,0.868648437840833,0.939138314833339,0.691095864780595,0.781803749176398,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CCND3","Peng","pancreatic",0.365844916129335,0.57376127629561,0.758507029550769,0.316401741868019,0.419628619578009,TRUE,FALSE,TRUE,0,0,0,2000,0.995,FALSE,TRUE,TRUE
"CDK4","Peng","pancreatic",0.366721527782597,0.57468460816176,0.759198120131153,0.325790841393338,0.41832113940981,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"CDKN1A","Peng","pancreatic",0.302937690288637,0.503487493034645,0.70292134361669,0.241879719135421,0.373938677088608,TRUE,FALSE,TRUE,0,0,0,2000,0.552,FALSE,TRUE,TRUE
"CDKN1B","Peng","pancreatic",0.364961515421597,0.572829324737986,0.757808509038029,0.299352124950246,0.436233080905816,TRUE,FALSE,TRUE,0,0,0,2000,0.973,FALSE,TRUE,TRUE
"CFLAR","Peng","pancreatic",0.490527172280131,0.691982062684221,0.839794503021205,0.42264398604498,0.549559571522794,TRUE,FALSE,TRUE,0.366,0,1,2000,1,FALSE,TRUE,TRUE
"CISH","Peng","pancreatic",0.215562820331668,0.390689168676606,0.59937979947445,0.168117801481693,0.271061756911425,TRUE,FALSE,FALSE,0,0,0,2000,5e-04,FALSE,TRUE,TRUE
"COPS5","Peng","pancreatic",0.469229646043139,0.673500585587335,0.827977196996752,0.423335157091603,0.518411193246182,TRUE,FALSE,TRUE,0.094,0,1,2000,1,FALSE,TRUE,TRUE
"CXCL8","Peng","pancreatic",0.413517198693121,0.621954792353547,0.793335824682353,0.28321555575171,0.595487415393388,TRUE,FALSE,TRUE,0.1715,0,1,2000,0.9555,FALSE,TRUE,TRUE
"DDIT3","Peng","pancreatic",0.604214516662937,0.780803477698445,0.892607121605618,0.519787651559911,0.674717872464401,TRUE,TRUE,TRUE,0.9965,1,1,2000,1,FALSE,TRUE,TRUE
"DNMT1","Peng","pancreatic",0.249842116328576,0.437292744959069,0.644543906233296,0.204820369303505,0.30903164815466,TRUE,FALSE,FALSE,0,0,0,2000,0.0475,FALSE,TRUE,TRUE
"EPAS1","Peng","pancreatic",0.10577088703662,0.216295103184743,0.391719288782252,0.0837624700911718,0.139246931862585,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
