"gene","atlas","tissue","f_at_0.30","f_at_0.50","f_at_0.70","ci_lo_0.30","ci_hi_0.30","evaluable","dominant","dominant_50","dom_rate","dom_rate_lo","dom_rate_hi","dom_n_eval","dom50_rate","origin_six","in_panel","qualifying"
"ROR1","GSE125449","liver_biliary",0.765259008000724,0.883811451989485,0.946663728607255,0.519113979545678,0.902642810309101,TRUE,TRUE,TRUE,0.977988994497249,1,1,1999,0.996498249124562,FALSE,TRUE,TRUE
"S100A11","GSE125449","liver_biliary",0.675818385240057,0.829476030336766,0.919028225315862,0.446514513186703,0.802638388265685,TRUE,TRUE,TRUE,0.944,0,1,2000,0.9995,FALSE,TRUE,TRUE
"S1PR1","GSE125449","liver_biliary",0.0189259182329623,0.0430735342928699,0.0950462747186896,0.0029853432414899,0.0907393180852586,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"SALL4","GSE125449","liver_biliary",0.857368649816261,0.933448053344805,0.970350163230625,0.36294743969143,0.957790633586543,TRUE,TRUE,TRUE,0.996413199426112,1,1,1394,1,FALSE,TRUE,TRUE
"SHH","GSE125449","liver_biliary",0.968505352257848,0.986254924504262,0.99406261921777,0.895815070851883,1,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"STK11","GSE125449","liver_biliary",0.451229620471899,0.657369600589445,0.817409158581876,0.335671122964784,0.600287677098046,TRUE,FALSE,TRUE,0.2715,0,1,2000,0.9985,FALSE,TRUE,TRUE
"TIMP1","GSE125449","liver_biliary",0.281179710679147,0.477185973106887,0.680479952702587,0.0998934209662746,0.553722183420825,TRUE,FALSE,FALSE,0.0525,0,1,2000,0.413,FALSE,TRUE,TRUE
"TNFRSF10B","GSE125449","liver_biliary",0.50731722810626,0.706110700895385,0.848626224508258,0.369931388678036,0.691631995201296,TRUE,TRUE,TRUE,0.55,0,1,2000,1,FALSE,TRUE,TRUE
"TP53","GSE125449","liver_biliary",0.376965116102439,0.585367677981706,0.767124630436067,0.253223519525632,0.532459176012566,TRUE,FALSE,TRUE,0.064,0,1,2000,0.873,FALSE,TRUE,TRUE
"TP63","GSE125449","liver_biliary",0.457600801402454,0.663134209189228,0.821213483146067,0.115567017745191,0.790513491935937,FALSE,NA,NA,0.507042253521127,0,1,639,0.915492957746479,FALSE,TRUE,TRUE
"VDR","GSE125449","liver_biliary",0.285385413432485,0.482356103367508,0.684966933329179,0.108833970050195,0.470040797604551,TRUE,FALSE,FALSE,0.0125,0,0,2000,0.393,FALSE,TRUE,TRUE
"VEGFA","GSE125449","liver_biliary",0.875688710740925,0.942649865052077,0.974588600927446,0.811302052449471,0.919877684338788,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"VEGFB","GSE125449","liver_biliary",0.598421940250562,0.776639984991558,0.890268817204301,0.442997066544959,0.702149077464602,TRUE,TRUE,TRUE,0.8945,0,1,2000,1,FALSE,TRUE,TRUE
"ZFP36","GSE125449","liver_biliary",0.103357413314756,0.211957464104327,0.385594556956776,0.0501060014980093,0.276508470090802,TRUE,FALSE,FALSE,0,0,0,2000,0.0165,FALSE,TRUE,TRUE
"A2M","GSE125449","liver_biliary",0.17924052421723,0.337556218444499,0.543165835714469,0.0661356772837233,0.539629980255674,TRUE,FALSE,FALSE,0.038,0,1,2000,0.208,FALSE,TRUE,TRUE
"HMOX1","GSE125449","liver_biliary",0.242633543804036,0.427759775304237,0.635596173752022,0.105876464811077,0.409406274208773,TRUE,FALSE,FALSE,0,0,0,2000,0.2255,FALSE,TRUE,TRUE
"IFNAR1","GSE125449","liver_biliary",0.352224740934631,0.55922651138545,0.747499677415571,0.231655283190512,0.517081611772608,TRUE,FALSE,TRUE,0.045,0,1,2000,0.7695,FALSE,TRUE,TRUE
"IRF1","GSE125449","liver_biliary",0.128380236856094,0.255772392264071,0.445032782670181,0.0645969613338731,0.267505460076354,TRUE,FALSE,FALSE,0,0,0,2000,0.007,FALSE,TRUE,TRUE
"MYD88","GSE125449","liver_biliary",0.388055849523586,0.596717407981831,0.775408008969832,0.290084417847958,0.503977247380184,TRUE,FALSE,TRUE,0.0305,0,1,2000,0.954,FALSE,TRUE,TRUE
"PIM1","GSE125449","liver_biliary",0.132663454250695,0.263023289137763,0.454373320857077,0.0883293082007302,0.202064623675616,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"STAT1","GSE125449","liver_biliary",0.442920639855653,0.649759165740634,0.812338699310795,0.336413159832509,0.559347908068431,TRUE,FALSE,TRUE,0.154,0,1,2000,0.9965,FALSE,TRUE,TRUE
"TYK2","GSE125449","liver_biliary",0.370863728926674,0.579028037817911,0.762436184450291,0.29285193230073,0.475476861601086,TRUE,FALSE,TRUE,0.0065,0,0,2000,0.9615,FALSE,TRUE,TRUE
"BCL2","GSE125449","liver_biliary",0.218496731477674,0.394806990729369,0.603518531395591,0.0886577696975687,0.366106117326634,TRUE,FALSE,FALSE,0,0,0,2000,0.1385,TRUE,FALSE,FALSE
"MMP9","GSE125449","liver_biliary",0.0870755528938867,0.182041175420182,0.341800411169281,0.00834811099345218,0.310536195073377,TRUE,FALSE,FALSE,0.0025,0,0,2000,0.0295,TRUE,FALSE,FALSE
"HGF","GSE125449","liver_biliary",0.104447339704931,0.21391937921739,0.388371602129606,0.00979939502555767,0.34102264746287,TRUE,FALSE,FALSE,0.004,0,0,2000,0.043,TRUE,FALSE,FALSE
"MYC","GSE178341","colorectal",0.882567804706458,0.946051768131007,0.976143903940897,0.850884909146337,0.906455850146564,TRUE,TRUE,TRUE,1,1,1,2000,1,TRUE,TRUE,TRUE
"IL6","GSE178341","colorectal",0.0118930898429095,0.027317359223435,0.0615004644805183,0.00725476179646314,0.0187529304853425,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,TRUE,TRUE
"SOCS3","GSE178341","colorectal",0.108901512083503,0.221885330814976,0.39953204006135,0.0857921383647196,0.1365735382692,TRUE,FALSE,FALSE,0,0,0,2000,0,TRUE,TRUE,TRUE
"ACVR1B","GSE178341","colorectal",0.837106452337394,0.923023335601069,0.965492114144088,0.788484193711176,0.879582423137989,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"ACVRL1","GSE178341","colorectal",0.461545940219009,0.666673353911167,0.82353378506313,0.37925977563677,0.552597171312057,TRUE,FALSE,TRUE,0.207,0,1,2000,1,FALSE,TRUE,TRUE
"BAK1","GSE178341","colorectal",0.68698018292464,0.836626234936163,0.922773038098158,0.660137221592068,0.711372144149192,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CBL","GSE178341","colorectal",0.385945087380124,0.594574430065918,0.773854707741501,0.345402515544047,0.42633735997191,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"CCL7","GSE178341","colorectal",0.00875369052137986,0.0201896328199581,0.0458742313961864,0.00406281676201002,0.0121228745620466,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CCR1","GSE178341","colorectal",0.0162980301261226,0.0372199217529245,0.0827403642460931,0.0105480882124811,0.0228981716839713,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD14","GSE178341","colorectal",0.0168501689114627,0.0384531382928654,0.085348118669697,0.0129181236448776,0.0210657250723069,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD36","GSE178341","colorectal",0.0205192705637492,0.046603277631575,0.102379362658078,0.0153347435016642,0.0277602038103943,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD38","GSE178341","colorectal",0.0278819960317691,0.0627260860959729,0.135064756190181,0.0116541065180778,0.0665194958886465,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CD44","GSE178341","colorectal",0.424427630553643,0.632434331537936,0.80058781451133,0.359642497493121,0.48973801327816,TRUE,FALSE,TRUE,0.0115,0,0,2000,1,FALSE,TRUE,TRUE
"CD9","GSE178341","colorectal",0.85651162018263,0.933012445405908,0.970148369322693,0.824977521531944,0.885707147961593,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CNTFR","GSE178341","colorectal",0.924583861581751,0.96622318827302,0.985239327280779,0.832200814375346,0.966611907812832,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CRLF2","GSE178341","colorectal",0.128434513452832,0.255864717403917,0.445152561482132,0.0694462915009521,0.191393647452201,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF1","GSE178341","colorectal",0.124126460355959,0.248501006976122,0.435529618067388,0.0980682214683425,0.153676422549366,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF2","GSE178341","colorectal",0.066418906466323,0.142369420153623,0.279196574470188,0.0441937817040876,0.101409110186732,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF2RA","GSE178341","colorectal",0.0754074811166926,0.159876297432729,0.307496218218566,0.0362952571135224,0.114654820301919,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF2RB","GSE178341","colorectal",0.013667899265897,0.031320975699401,0.070152612279335,0.0110070959309605,0.0163921831619207,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CSF3R","GSE178341","colorectal",0.0570780685751432,0.123763268877874,0.247876888684539,0.0342391790376186,0.09000578630549,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CXCL1","GSE178341","colorectal",0.613784640727645,0.787604647534586,0.896399562394353,0.522228363483878,0.705627213927199,TRUE,TRUE,TRUE,0.9935,1,1,2000,1,FALSE,TRUE,TRUE
"CXCL10","GSE178341","colorectal",0.122979263606495,0.246527861867262,0.432926940406182,0.0802783653962991,0.182256783592553,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CXCL11","GSE178341","colorectal",0.718018514033979,0.855937706198696,0.932720478550362,0.511778214520912,0.849683992145105,TRUE,TRUE,TRUE,0.983,1,1,2000,1,FALSE,TRUE,TRUE
"CXCL13","GSE178341","colorectal",0.00904302629938969,0.0208490104982402,0.0473319260646616,0.0071738645127863,0.0118806070063549,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"CXCL3","GSE178341","colorectal",0.619221955801776,0.791426414148144,0.898515953824924,0.521549088194485,0.728049672551425,TRUE,TRUE,TRUE,0.9925,1,1,2000,1,FALSE,TRUE,TRUE
"CXCL9","GSE178341","colorectal",0.033294053659034,0.074384062576673,0.15790226354245,0.0220903520298457,0.0447893319996902,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"DNTT","GSE178341","colorectal",0.187438578207429,0.349908270779976,0.556718673849711,0.0678663497044257,0.418186117345702,TRUE,FALSE,FALSE,0.00748262960983431,0,0,1871,0.103687867450561,FALSE,TRUE,TRUE
"EBI3","GSE178341","colorectal",0.00821214190797344,0.0189541258239278,0.043136149580227,0.00632343913852824,0.0103709604770726,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"FAS","GSE178341","colorectal",0.470932975137203,0.675002414770142,0.828948929211667,0.422019945144487,0.516758367913992,TRUE,FALSE,TRUE,0.1125,0,1,2000,1,FALSE,TRUE,TRUE
"GRB2","GSE178341","colorectal",0.35515167416919,0.562380209271559,0.749908722542755,0.319391473995996,0.387850079611478,TRUE,FALSE,TRUE,0,0,0,2000,0.9985,FALSE,TRUE,TRUE
"HAX1","GSE178341","colorectal",0.619594882669942,0.791687424064143,0.898660111308404,0.571046323869015,0.664840109254114,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"IFNGR1","GSE178341","colorectal",0.408015769064204,0.616595745012492,0.78958430663195,0.358897837508881,0.460253013660183,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"IFNGR2","GSE178341","colorectal",0.540962552137174,0.733316752428511,0.865158648447034,0.493576343482495,0.592394528915497,TRUE,TRUE,TRUE,0.9515,0,1,2000,1,FALSE,TRUE,TRUE
"IL10RB","GSE178341","colorectal",0.514654290886297,0.712166965740359,0.85235969574417,0.469304997557937,0.559967214057043,TRUE,TRUE,TRUE,0.7465,0,1,2000,1,FALSE,TRUE,TRUE
"IL12RB1","GSE178341","colorectal",0.043634523426149,0.096216096631117,0.198977743125884,0.0337320795143905,0.0548881622554692,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL13RA1","GSE178341","colorectal",0.681049775541949,0.832841126540866,0.920794858692905,0.616319630553514,0.738888736543607,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"IL15RA","GSE178341","colorectal",0.562198612352311,0.749770318574603,0.874865998650105,0.521650498995449,0.603941708183324,TRUE,TRUE,TRUE,0.9985,1,1,2000,1,FALSE,TRUE,TRUE
"IL17RA","GSE178341","colorectal",0.387938829158039,0.596598809734686,0.775322174272086,0.337726635398011,0.440327265853558,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"IL17RB","GSE178341","colorectal",0.941101956180495,0.973878847042198,0.988635590748175,0.923145918463395,0.953096801095547,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"IL18R1","GSE178341","colorectal",0.120646869498585,0.242500178911936,0.427582102364077,0.0892456036498082,0.155415223791986,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL1B","GSE178341","colorectal",0.0277040481887948,0.0623400179583755,0.134297251169949,0.0190763628785864,0.0409596278986253,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL1R1","GSE178341","colorectal",0.0863571278009319,0.18069430943811,0.339762517413051,0.056889815750438,0.130583477878792,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL1R2","GSE178341","colorectal",0.430667178298074,0.638340402676424,0.804626662546318,0.312187467549661,0.545002450761297,TRUE,FALSE,TRUE,0.108,0,1,2000,0.9875,FALSE,TRUE,TRUE
"IL2RA","GSE178341","colorectal",0.0117984401917471,0.0271033245097752,0.0610354072568505,0.00892375343309237,0.0149357962225325,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL2RG","GSE178341","colorectal",0.320891362382406,0.524385482874669,0.720091846119155,0.241617360379416,0.393965720339523,TRUE,FALSE,TRUE,0,0,0,2000,0.6695,FALSE,TRUE,TRUE
"IL3RA","GSE178341","colorectal",0.0923871553653696,0.191927809985745,0.356581113663197,0.0581793062301122,0.127523273090454,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IL4R","GSE178341","colorectal",0.484501723300141,0.686818009057655,0.836523142300527,0.425935652686974,0.544285933594665,TRUE,FALSE,TRUE,0.3045,0,1,2000,1,FALSE,TRUE,TRUE
"IL6ST","GSE178341","colorectal",0.293691268885361,0.492444208236292,0.693614537136315,0.255976674543961,0.341423223812999,TRUE,FALSE,FALSE,0,0,0,2000,0.426,FALSE,TRUE,TRUE
"IL7","GSE178341","colorectal",0.785407483503624,0.89517806243524,0.952214015632326,0.73335864739843,0.823849813287408,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"IL9R","GSE178341","colorectal",0.103161861824257,0.211604932511197,0.385094355670106,0.0730751398722419,0.139449375646171,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"INHBE","GSE178341","colorectal",0.704614068049832,0.847698813156923,0.92850599299964,0.581329177812323,0.806946494305856,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"IRF9","GSE178341","colorectal",0.403462014176437,0.612121176190519,0.786429340544646,0.347549455309878,0.449503352019879,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"ITGA4","GSE178341","colorectal",0.00973127520623363,0.0224154673720468,0.0507849331843941,0.00774579564016844,0.0116772733177196,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"ITGB3","GSE178341","colorectal",0.0331313903644389,0.0740360223726779,0.157229824467055,0.0204796852511024,0.0586374820265536,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"JUN","GSE178341","colorectal",0.566738967209247,0.753219291989384,0.876873898576024,0.520096852311383,0.608004906820227,TRUE,TRUE,TRUE,0.9965,1,1,2000,1,FALSE,TRUE,TRUE
"LEPR","GSE178341","colorectal",0.416200025424705,0.624549844464275,0.795141938442006,0.348950446753947,0.498359349124962,TRUE,FALSE,TRUE,0.0225,0,0,2000,0.9995,FALSE,TRUE,TRUE
"LTB","GSE178341","colorectal",0.0243670219956165,0.0550672837053879,0.119701481397789,0.0168938256488222,0.0335547382776639,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"LTBR","GSE178341","colorectal",0.833062594855596,0.920910863370046,0.964500289169926,0.801246452465311,0.862887861061852,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"MAP3K8","GSE178341","colorectal",0.325520829662921,0.529661012784522,0.724337745006374,0.279912266923707,0.370548411785539,TRUE,FALSE,TRUE,0,0,0,2000,0.8695,FALSE,TRUE,TRUE
"OSMR","GSE178341","colorectal",0.343729258639559,0.549977243332998,0.740366941628228,0.0755715265668794,0.529658266479148,TRUE,FALSE,TRUE,0.049,0,1,2000,0.5975,FALSE,TRUE,TRUE
"PDGFC","GSE178341","colorectal",0.112130776315556,0.227609156224345,0.407438924703766,0.0644552195342756,0.18097204754065,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PF4","GSE178341","colorectal",0.963002950377634,0.98380166992085,0.99299300042783,0.945724501743332,0.974556202749469,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PIK3R5","GSE178341","colorectal",0.0192402954354672,0.0437711300511197,0.0965007099521576,0.0147146637420034,0.0234793930383257,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"PLA2G2A","GSE178341","colorectal",0.935391397818154,0.971249140289244,0.987472386025742,0.847171029618765,0.991373193839707,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PTPN1","GSE178341","colorectal",0.430386349480029,0.638075924820574,0.804446535286132,0.3853242568751,0.483662439138852,TRUE,FALSE,TRUE,0.005,0,0,2000,1,FALSE,TRUE,TRUE
"PTPN11","GSE178341","colorectal",0.7260937525623,0.860828836094133,0.935202070765946,0.692698976813174,0.762891062174912,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"PTPN2","GSE178341","colorectal",0.460443130506462,0.665686357399677,0.822887865917709,0.429292952153678,0.490225871974093,TRUE,FALSE,TRUE,0.0045,0,0,2000,1,FALSE,TRUE,TRUE
"REG1A","GSE178341","colorectal",0.994622007700941,0.997688041188011,0.999007849760296,0.989624037743778,0.995756451058244,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"SOCS1","GSE178341","colorectal",0.202483563974625,0.372023466186586,0.580238368845542,0.162771628873295,0.245983841493894,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"STAM2","GSE178341","colorectal",0.633126613924748,0.8010630141982,0.903806139411765,0.588865976379513,0.67429104335542,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"STAT2","GSE178341","colorectal",0.43643284115081,0.64374269282119,0.80829102691598,0.399430276911727,0.475880183512892,TRUE,FALSE,TRUE,5e-04,0,0,2000,1,FALSE,TRUE,TRUE
"STAT3","GSE178341","colorectal",0.517250698797787,0.71429333103139,0.853663199042553,0.475567204402503,0.556659142369111,TRUE,TRUE,TRUE,0.791,0,1,2000,1,FALSE,TRUE,TRUE
"TGFB1","GSE178341","colorectal",0.091529533684265,0.190339943562291,0.354228174092174,0.05524168257773,0.131887532040294,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TLR2","GSE178341","colorectal",0.0372121039426579,0.0827238066761165,0.173847151387507,0.0274755671745924,0.0492227039099806,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TNF","GSE178341","colorectal",0.108037229671619,0.22034609383755,0.397389824789946,0.0735545518061339,0.149015670686361,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TNFRSF12A","GSE178341","colorectal",0.881411688392652,0.945482042124425,0.97588386819158,0.85466801768237,0.907282572646937,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"TNFRSF1A","GSE178341","colorectal",0.550861850010072,0.74105350811092,0.869749899745139,0.497424711068762,0.608279877897784,TRUE,TRUE,TRUE,0.9705,0,1,2000,1,FALSE,TRUE,TRUE
"TNFRSF1B","GSE178341","colorectal",0.136530541729527,0.269509550748865,0.462616278056519,0.116768935518168,0.158156774212533,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"TNFRSF21","GSE178341","colorectal",0.760850926832741,0.881284247380085,0.945419190672666,0.71170604618338,0.806227231943696,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"ABCA1","GSE178341","colorectal",0.0975987703681253,0.201507899864035,0.370610506557487,0.0708829716809547,0.138267131697583,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"AKAP12","GSE178341","colorectal",0.305785208129905,0.50684941416748,0.705722153183019,0.174146554827594,0.462833490459687,TRUE,FALSE,TRUE,0.0045,0,0,2000,0.5415,FALSE,TRUE,TRUE
"BCL2L1","GSE178341","colorectal",0.762398464479053,0.88217314694108,0.945857374286663,0.732258283195493,0.791098356648461,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"BCL6","GSE178341","colorectal",0.281821417945131,0.477977557769794,0.681169391740585,0.225229273355833,0.351520163832017,TRUE,FALSE,FALSE,0,0,0,2000,0.312,FALSE,TRUE,TRUE
"CCND1","GSE178341","colorectal",0.892204959584735,0.950769677171178,0.978290568901118,0.87045251582424,0.911999832321011,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CCND3","GSE178341","colorectal",0.394407756880352,0.603118574119188,0.780018488324742,0.349719232377126,0.43868208227976,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"CDK4","GSE178341","colorectal",0.7930933296511,0.899435763359328,0.954273346585566,0.765526176623959,0.817792680328354,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CDKN1A","GSE178341","colorectal",0.600443546863895,0.778097099617389,0.891088612543909,0.540749877525653,0.65464152075458,TRUE,TRUE,TRUE,0.9995,1,1,2000,1,FALSE,TRUE,TRUE
"CDKN1B","GSE178341","colorectal",0.558380515882264,0.746851463264906,0.873159490296253,0.515690229544535,0.607947285280183,TRUE,TRUE,TRUE,0.998,1,1,2000,1,FALSE,TRUE,TRUE
"CFLAR","GSE178341","colorectal",0.34578550653358,0.552229093034843,0.742112826368192,0.313872026700033,0.379602065187414,TRUE,FALSE,TRUE,0,0,0,2000,0.998,FALSE,TRUE,TRUE
"CISH","GSE178341","colorectal",0.488047237954253,0.689862745327252,0.83845478205515,0.423146944425925,0.546262882168259,TRUE,FALSE,TRUE,0.3355,0,1,2000,1,FALSE,TRUE,TRUE
"COPS5","GSE178341","colorectal",0.740292233884277,0.8693002485297,0.939464707862714,0.71413749263097,0.767100617424463,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"CXCL8","GSE178341","colorectal",0.0937435427886982,0.194432539700403,0.360276600151497,0.0589094677990361,0.152242711980899,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"DDIT3","GSE178341","colorectal",0.722124697471197,0.85843150566348,0.933987633058336,0.675408649677519,0.756711318794368,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"DNMT1","GSE178341","colorectal",0.577233728026027,0.761101080175185,0.881428057845185,0.535395685392712,0.617257533146334,TRUE,TRUE,TRUE,0.9995,1,1,2000,1,FALSE,TRUE,TRUE
"EPAS1","GSE178341","colorectal",0.350558886513195,0.557424104167402,0.746117636338187,0.29014364148753,0.43284846617386,TRUE,FALSE,TRUE,0,0,0,2000,0.933,FALSE,TRUE,TRUE
"ESR2","GSE178341","colorectal",0.0993710828167647,0.204739010365925,0.375278756026785,0.0714423779780233,0.150405481134453,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"ETV6","GSE178341","colorectal",0.585087865485137,0.76691863589587,0.884759130159373,0.535527062426709,0.630047557759926,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"FGG","GSE178341","colorectal",0.996847773578603,0.998646607991946,0.999419525934285,0.995584996255016,1,TRUE,TRUE,TRUE,1,1,1,1962,1,FALSE,TRUE,TRUE
"FGL1","GSE178341","colorectal",0.962955321007392,0.98378036548664,0.99298369843887,0.681345220029571,0.987048320856584,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"FOS","GSE178341","colorectal",0.455231025374916,0.660997167873507,0.819806779287836,0.423456283078928,0.487489728025809,TRUE,FALSE,TRUE,0.003,0,0,2000,1,FALSE,TRUE,TRUE
"GFAP","GSE178341","colorectal",0.841225949334785,0.925164281006922,0.966494755242112,0.655514079495351,0.92187055354497,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"GREB1","GSE178341","colorectal",0.368020657084819,0.57605031339736,0.760218551483649,0.260110994622362,0.461958650213891,TRUE,FALSE,TRUE,0.0025,0,0,2000,0.8995,FALSE,TRUE,TRUE
"HSPA4","GSE178341","colorectal",0.670430408823432,0.825984298951212,0.917187134495284,0.640283104127251,0.69768387122163,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"HSPB1","GSE178341","colorectal",0.724223767443182,0.85970096332368,0.934631164480405,0.669217980592297,0.771941784967307,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"ICAM1","GSE178341","colorectal",0.138024847764529,0.272000816414062,0.465754450563724,0.112329585986253,0.168881793869754,TRUE,FALSE,FALSE,0,0,0,2000,0,FALSE,TRUE,TRUE
"IKBKE","GSE178341","colorectal",0.578799851299399,0.762266596269904,0.882097473264728,0.533861118585692,0.616611482366225,TRUE,TRUE,TRUE,0.9995,1,1,2000,1,FALSE,TRUE,TRUE
"JAK2","GSE178341","colorectal",0.409661953710377,0.61820465584767,0.790713686808176,0.367697135001131,0.456780945750826,TRUE,FALSE,TRUE,0,0,0,2000,1,FALSE,TRUE,TRUE
"JUNB","GSE178341","colorectal",0.430750009212165,0.638418386821998,0.804679761909355,0.387734399097645,0.473231457585133,TRUE,FALSE,TRUE,5e-04,0,0,2000,1,FALSE,TRUE,TRUE
"KRT17","GSE178341","colorectal",0.981567746155877,0.992016373362358,0.99656276481106,0.973561599624055,0.986328488573328,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
"LEP","GSE178341","colorectal",0.176812050741415,0.333855271465181,0.539044963331929,0.0953702724085271,0.310414500684432,TRUE,FALSE,FALSE,0,0,0,2000,0.031,FALSE,TRUE,TRUE
"LGALS3BP","GSE178341","colorectal",0.883982794489342,0.946747967955081,0.976461428103654,0.851505609473791,0.910965224865947,TRUE,TRUE,TRUE,1,1,1,2000,1,FALSE,TRUE,TRUE
