"draw","pooled_M1_logHR"
305,0.126963011012808
306,0.0977734030615524
307,0.142976627414091
308,0.127204338689114
309,0.108423504424043
310,0.128060704507449
311,0.0993814791208145
312,0.131800800296235
313,0.117293971742279
314,0.102585040349237
315,0.133749370504942
316,0.127839126198154
317,0.127161475982668
318,0.120646510848055
319,0.128152518857883
320,0.10775812894187
321,0.11656944894927
322,0.108872880707105
323,0.098169465743687
324,0.122600615287235
325,0.119897365649331
326,0.0916405985906407
327,0.122383447148516
328,0.12369605534702
329,0.134050577133724
330,0.134401598761236
331,0.114549123683916
332,0.119492463338392
333,0.132998998041875
334,0.137074783699023
335,0.1178067615679
336,0.117484136762103
337,0.0984984739479662
338,0.121014958606189
339,0.114005937648962
340,0.139732848840562
341,0.0915928796409607
342,0.134928015310859
343,0.112257178294883
344,0.107399491253094
345,0.119292881007832
346,0.0901657517513921
347,0.152323208113224
348,0.119091018134729
349,0.0970721834700012
350,0.126356541831124
351,0.113151951391133
352,0.101464097165551
353,0.136385705043801
354,0.136246683499677
355,0.144344977647139
356,0.120957977149785
357,0.114572126941905
358,0.115337025174308
359,0.103749664688514
360,0.125304929146593
361,0.124065807120899
362,0.125090742964956
363,0.139272780738965
364,0.122128253851233
365,0.102166516552916
366,0.124513020399906
367,0.132520773626327
368,0.125456617986
369,0.111747023305807
370,0.156896446899567
371,0.117294618381072
372,0.0939486118921977
373,0.151041255963673
374,0.114250547953408
375,0.14657838126817
376,0.132103650573312
377,0.121419530646631
378,0.143346592571524
379,0.127042282225835
380,0.136303892300886
381,0.114938233158908
382,0.104609352701295
383,0.115919913366697
384,0.132829500388595
385,0.122860386669379
386,0.130372510990982
387,0.0966019041265911
388,0.109956193628497
389,0.118804340156128
390,0.126482065619978
391,0.102933929538465
392,0.1111337692406
393,0.113833336012932
394,0.128823715973045
395,0.113677472987298
396,0.111345084417908
397,0.135151123515147
398,0.126180664575599
399,0.122152500129906
400,0.127293531693697
401,0.140303802908069
402,0.110125569713022
403,0.0950517270678609
404,0.122628217358762
405,0.106121241438458
406,0.119149777935014
407,0.145363068774957
408,0.0997826109288903
409,0.133141988399306
410,0.117942767078555
411,0.12531701570232
412,0.109492287125919
413,0.117813902925282
414,0.101726900414465
415,0.138452871108928
416,0.130221897762045
417,0.119000970067882
418,0.0960594688411757
419,0.101223021832363
420,0.113963760720887
421,0.0999697797009636
422,0.106871701870974
423,0.0978157627996221
424,0.145632846252092
425,0.128546078737082
426,0.106070812657564
427,0.118586274091424
428,0.117325424567054
429,0.0972072518327153
430,0.127314797869483
431,0.112520199091207
432,0.116270146796944
433,0.119406985970889
434,0.119508371280742
435,0.0936395167947495
436,0.138983354972355
437,0.132796800357938
438,0.11192342026138
439,0.114483441042003
440,0.10787381944249
441,0.109042476078745
442,0.101147108656124
443,0.123405696028627
444,0.122549461479519
445,0.141881156056033
446,0.118972887792209
447,0.134849148602259
448,0.108107214182633
449,0.133967584875736
450,0.102624291285101
451,0.11088551762265
452,0.132863236690171
453,0.133254242674723
454,0.113254546353509
455,0.0977117057099068
456,0.107573022075845
457,0.133631384538882
458,0.126548672990795
459,0.112719305899793
460,0.0943779527816416
461,0.125056520171448
462,0.137808879284283
463,0.118126824750992
464,0.126762465989941
465,0.10212905100601
466,0.0894400079251501
467,0.106671478942233
468,0.11770173109553
469,0.136289460800981
470,0.087645581713252
471,0.117991722135865
472,0.0848688703504488
473,0.120703051599595
474,0.100226210032894
475,0.142753442190948
476,0.113655681673891
477,0.113013444349204
478,0.0950775139510143
479,0.105115892030563
480,0.108599138884128
481,0.12360222829577
482,0.118491499119384
483,0.123293683552294
484,0.136216557385733
485,0.0967531945256119
486,0.135979905619744
487,0.11850100000721
488,0.10577261772183
489,0.12686179688526
490,0.112029253729319
491,0.109476171349169
492,0.110142015706818
493,0.123811482660879
494,0.0995181901143115
495,0.110463381601264
496,0.136821137192131
497,0.105671589266989
498,0.140101627658279
499,0.120565407206202
500,0.122798755743887
501,0.129958273174252
502,0.0989187631809834
503,0.117376673583118
504,0.112230573682216
505,0.115880076896096
506,0.114231803285239
507,0.138797094768472
508,0.11512908497984
509,0.131343365593168
510,0.0972284913562399
511,0.123328506569715
512,0.133781606250481
513,0.106514791073265
514,0.130024537962102
515,0.131912488817648
516,0.122843325444887
517,0.110616880200711
518,0.119782212006586
519,0.110784194797726
520,0.136962681077632
521,0.109798597335772
522,0.103446245951889
523,0.132268299910942
524,0.117517858480219
525,0.139961603928107
526,0.11247422672848
527,0.112641229960209
528,0.0963702350044067
529,0.0927453286164885
530,0.134874728034165
531,0.111806814845596
532,0.117845382127559
533,0.127815581468857
534,0.0986635235102998
535,0.102278590243153
536,0.120244250314255
537,0.114047273092939
538,0.123279069300595
539,0.141242454474443
540,0.0927831772047825
541,0.123461178624964
542,0.148756981184231
543,0.12119216660312
544,0.1134785571421
545,0.12104596725959
546,0.130459810405733
547,0.07872896934865
548,0.136065976853755
549,0.118504139988231
550,0.134031349936179
551,0.118966735113167
552,0.141052750091303
553,0.11168325311557
